image_path,is_anomaly,anomaly_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2
infrared/ir_0051.png,1,THERMAL_ANOMALY,70,47,86,63
infrared/ir_0052.png,0,NONE,-1,-1,-1,-1
infrared/ir_0053.png,0,NONE,-1,-1,-1,-1
infrared/ir_0054.png,0,NONE,-1,-1,-1,-1
infrared/ir_0055.png,0,NONE,-1,-1,-1,-1
infrared/ir_0056.png,0,NONE,-1,-1,-1,-1
infrared/ir_0057.png,0,NONE,-1,-1,-1,-1
infrared/ir_0058.png,0,NONE,-1,-1,-1,-1
infrared/ir_0059.png,0,NONE,-1,-1,-1,-1
infrared/ir_0060.png,0,NONE,-1,-1,-1,-1
infrared/ir_0061.png,1,THERMAL_ANOMALY,87,69,97,79
infrared/ir_0062.png,0,NONE,-1,-1,-1,-1
infrared/ir_0063.png,0,NONE,-1,-1,-1,-1
infrared/ir_0064.png,0,NONE,-1,-1,-1,-1
infrared/ir_0065.png,0,NONE,-1,-1,-1,-1
infrared/ir_0066.png,0,NONE,-1,-1,-1,-1
infrared/ir_0067.png,0,NONE,-1,-1,-1,-1
infrared/ir_0068.png,0,NONE,-1,-1,-1,-1
infrared/ir_0069.png,0,NONE,-1,-1,-1,-1
infrared/ir_0070.png,0,NONE,-1,-1,-1,-1
infrared/ir_0071.png,1,THERMAL_ANOMALY,39,62,57,80
infrared/ir_0072.png,0,NONE,-1,-1,-1,-1
infrared/ir_0073.png,0,NONE,-1,-1,-1,-1
infrared/ir_0074.png,0,NONE,-1,-1,-1,-1
infrared/ir_0075.png,0,NONE,-1,-1,-1,-1
infrared/ir_0076.png,0,NONE,-1,-1,-1,-1
infrared/ir_0077.png,0,NONE,-1,-1,-1,-1
infrared/ir_0078.png,0,NONE,-1,-1,-1,-1
infrared/ir_0079.png,0,NONE,-1,-1,-1,-1
infrared/ir_0080.png,0,NONE,-1,-1,-1,-1
infrared/ir_0081.png,1,THERMAL_ANOMALY,58,65,70,77
infrared/ir_0082.png,0,NONE,-1,-1,-1,-1
infrared/ir_0083.png,0,NONE,-1,-1,-1,-1
infrared/ir_0084.png,0,NONE,-1,-1,-1,-1
infrared/ir_0085.png,0,NONE,-1,-1,-1,-1
infrared/ir_0086.png,0,NONE,-1,-1,-1,-1
infrared/ir_0087.png,0,NONE,-1,-1,-1,-1
infrared/ir_0088.png,0,NONE,-1,-1,-1,-1
infrared/ir_0089.png,0,NONE,-1,-1,-1,-1
infrared/ir_0090.png,0,NONE,-1,-1,-1,-1
infrared/ir_0091.png,1,THERMAL_ANOMALY,49,38,65,54
infrared/ir_0092.png,0,NONE,-1,-1,-1,-1
infrared/ir_0093.png,0,NONE,-1,-1,-1,-1
infrared/ir_0094.png,0,NONE,-1,-1,-1,-1
infrared/ir_0095.png,0,NONE,-1,-1,-1,-1
infrared/ir_0096.png,0,NONE,-1,-1,-1,-1
infrared/ir_0097.png,0,NONE,-1,-1,-1,-1
infrared/ir_0098.png,0,NONE,-1,-1,-1,-1
infrared/ir_0099.png,0,NONE,-1,-1,-1,-1
infrared/ir_0100.png,0,NONE,-1,-1,-1,-1
infrared/ir_0101.png,1,THERMAL_ANOMALY,58,72,78,92
infrared/ir_0102.png,0,NONE,-1,-1,-1,-1
infrared/ir_0103.png,0,NONE,-1,-1,-1,-1
infrared/ir_0104.png,0,NONE,-1,-1,-1,-1
infrared/ir_0105.png,0,NONE,-1,-1,-1,-1
infrared/ir_0106.png,0,NONE,-1,-1,-1,-1
infrared/ir_0107.png,0,NONE,-1,-1,-1,-1
infrared/ir_0108.png,0,NONE,-1,-1,-1,-1
infrared/ir_0109.png,0,NONE,-1,-1,-1,-1
infrared/ir_0110.png,0,NONE,-1,-1,-1,-1
infrared/ir_0111.png,1,THERMAL_ANOMALY,75,55,85,65
infrared/ir_0112.png,0,NONE,-1,-1,-1,-1
infrared/ir_0113.png,0,NONE,-1,-1,-1,-1
infrared/ir_0114.png,0,NONE,-1,-1,-1,-1
infrared/ir_0115.png,0,NONE,-1,-1,-1,-1
infrared/ir_0116.png,0,NONE,-1,-1,-1,-1
infrared/ir_0117.png,0,NONE,-1,-1,-1,-1
infrared/ir_0118.png,0,NONE,-1,-1,-1,-1
infrared/ir_0119.png,0,NONE,-1,-1,-1,-1
infrared/ir_0120.png,0,NONE,-1,-1,-1,-1
infrared/ir_0121.png,1,THERMAL_ANOMALY,77,65,97,85
infrared/ir_0122.png,0,NONE,-1,-1,-1,-1
infrared/ir_0123.png,0,NONE,-1,-1,-1,-1
infrared/ir_0124.png,0,NONE,-1,-1,-1,-1
infrared/ir_0125.png,0,NONE,-1,-1,-1,-1
infrared/ir_0126.png,0,NONE,-1,-1,-1,-1
infrared/ir_0127.png,0,NONE,-1,-1,-1,-1
infrared/ir_0128.png,0,NONE,-1,-1,-1,-1
infrared/ir_0129.png,0,NONE,-1,-1,-1,-1
infrared/ir_0130.png,0,NONE,-1,-1,-1,-1
infrared/ir_0131.png,1,THERMAL_ANOMALY,62,55,74,67
infrared/ir_0132.png,0,NONE,-1,-1,-1,-1
infrared/ir_0133.png,0,NONE,-1,-1,-1,-1
infrared/ir_0134.png,0,NONE,-1,-1,-1,-1
infrared/ir_0135.png,0,NONE,-1,-1,-1,-1
infrared/ir_0136.png,0,NONE,-1,-1,-1,-1
infrared/ir_0137.png,0,NONE,-1,-1,-1,-1
infrared/ir_0138.png,0,NONE,-1,-1,-1,-1
infrared/ir_0139.png,0,NONE,-1,-1,-1,-1
infrared/ir_0140.png,0,NONE,-1,-1,-1,-1
infrared/ir_0141.png,1,THERMAL_ANOMALY,35,53,45,63
infrared/ir_0142.png,0,NONE,-1,-1,-1,-1
infrared/ir_0143.png,0,NONE,-1,-1,-1,-1
infrared/ir_0144.png,0,NONE,-1,-1,-1,-1
infrared/ir_0145.png,0,NONE,-1,-1,-1,-1
infrared/ir_0146.png,0,NONE,-1,-1,-1,-1
infrared/ir_0147.png,0,NONE,-1,-1,-1,-1
infrared/ir_0148.png,0,NONE,-1,-1,-1,-1
infrared/ir_0149.png,0,NONE,-1,-1,-1,-1
infrared/ir_0150.png,0,NONE,-1,-1,-1,-1
infrared/ir_0151.png,1,THERMAL_ANOMALY,46,46,56,56
infrared/ir_0152.png,0,NONE,-1,-1,-1,-1
infrared/ir_0153.png,0,NONE,-1,-1,-1,-1
infrared/ir_0154.png,0,NONE,-1,-1,-1,-1
infrared/ir_0155.png,0,NONE,-1,-1,-1,-1
infrared/ir_0156.png,0,NONE,-1,-1,-1,-1
infrared/ir_0157.png,0,NONE,-1,-1,-1,-1
infrared/ir_0158.png,0,NONE,-1,-1,-1,-1
infrared/ir_0159.png,0,NONE,-1,-1,-1,-1
infrared/ir_0160.png,0,NONE,-1,-1,-1,-1
infrared/ir_0161.png,1,THERMAL_ANOMALY,79,75,97,93
infrared/ir_0162.png,0,NONE,-1,-1,-1,-1
infrared/ir_0163.png,0,NONE,-1,-1,-1,-1
infrared/ir_0164.png,0,NONE,-1,-1,-1,-1
infrared/ir_0165.png,0,NONE,-1,-1,-1,-1
infrared/ir_0166.png,0,NONE,-1,-1,-1,-1
infrared/ir_0167.png,0,NONE,-1,-1,-1,-1
infrared/ir_0168.png,0,NONE,-1,-1,-1,-1
infrared/ir_0169.png,0,NONE,-1,-1,-1,-1
infrared/ir_0170.png,0,NONE,-1,-1,-1,-1
infrared/ir_0171.png,1,THERMAL_ANOMALY,29,75,47,93
infrared/ir_0172.png,0,NONE,-1,-1,-1,-1
infrared/ir_0173.png,0,NONE,-1,-1,-1,-1
infrared/ir_0174.png,0,NONE,-1,-1,-1,-1
infrared/ir_0175.png,0,NONE,-1,-1,-1,-1
infrared/ir_0176.png,0,NONE,-1,-1,-1,-1
infrared/ir_0177.png,0,NONE,-1,-1,-1,-1
infrared/ir_0178.png,0,NONE,-1,-1,-1,-1
infrared/ir_0179.png,0,NONE,-1,-1,-1,-1
infrared/ir_0180.png,0,NONE,-1,-1,-1,-1
infrared/ir_0181.png,1,THERMAL_ANOMALY,57,63,75,81
infrared/ir_0182.png,0,NONE,-1,-1,-1,-1
infrared/ir_0183.png,0,NONE,-1,-1,-1,-1
infrared/ir_0184.png,0,NONE,-1,-1,-1,-1
infrared/ir_0185.png,0,NONE,-1,-1,-1,-1
infrared/ir_0186.png,0,NONE,-1,-1,-1,-1
infrared/ir_0187.png,0,NONE,-1,-1,-1,-1
infrared/ir_0188.png,0,NONE,-1,-1,-1,-1
infrared/ir_0189.png,0,NONE,-1,-1,-1,-1
infrared/ir_0190.png,0,NONE,-1,-1,-1,-1
infrared/ir_0191.png,1,THERMAL_ANOMALY,31,40,49,58
infrared/ir_0192.png,0,NONE,-1,-1,-1,-1
infrared/ir_0193.png,0,NONE,-1,-1,-1,-1
infrared/ir_0194.png,0,NONE,-1,-1,-1,-1
infrared/ir_0195.png,0,NONE,-1,-1,-1,-1
infrared/ir_0196.png,0,NONE,-1,-1,-1,-1
infrared/ir_0197.png,0,NONE,-1,-1,-1,-1
infrared/ir_0198.png,0,NONE,-1,-1,-1,-1
infrared/ir_0199.png,0,NONE,-1,-1,-1,-1
infrared/ir_0200.png,0,NONE,-1,-1,-1,-1
infrared/ir_0201.png,1,THERMAL_ANOMALY,71,48,85,62
infrared/ir_0202.png,0,NONE,-1,-1,-1,-1
infrared/ir_0203.png,0,NONE,-1,-1,-1,-1
infrared/ir_0204.png,0,NONE,-1,-1,-1,-1
infrared/ir_0205.png,0,NONE,-1,-1,-1,-1
infrared/ir_0206.png,0,NONE,-1,-1,-1,-1
infrared/ir_0207.png,0,NONE,-1,-1,-1,-1
infrared/ir_0208.png,0,NONE,-1,-1,-1,-1
infrared/ir_0209.png,0,NONE,-1,-1,-1,-1
infrared/ir_0210.png,0,NONE,-1,-1,-1,-1
infrared/ir_0211.png,1,THERMAL_ANOMALY,39,58,49,68
infrared/ir_0212.png,0,NONE,-1,-1,-1,-1
infrared/ir_0213.png,0,NONE,-1,-1,-1,-1
infrared/ir_0214.png,0,NONE,-1,-1,-1,-1
infrared/ir_0215.png,0,NONE,-1,-1,-1,-1
infrared/ir_0216.png,0,NONE,-1,-1,-1,-1
infrared/ir_0217.png,0,NONE,-1,-1,-1,-1
infrared/ir_0218.png,0,NONE,-1,-1,-1,-1
infrared/ir_0219.png,0,NONE,-1,-1,-1,-1
infrared/ir_0220.png,0,NONE,-1,-1,-1,-1
infrared/ir_0221.png,1,THERMAL_ANOMALY,79,81,89,91
infrared/ir_0222.png,0,NONE,-1,-1,-1,-1
infrared/ir_0223.png,0,NONE,-1,-1,-1,-1
infrared/ir_0224.png,0,NONE,-1,-1,-1,-1
infrared/ir_0225.png,0,NONE,-1,-1,-1,-1
infrared/ir_0226.png,0,NONE,-1,-1,-1,-1
infrared/ir_0227.png,0,NONE,-1,-1,-1,-1
infrared/ir_0228.png,0,NONE,-1,-1,-1,-1
infrared/ir_0229.png,0,NONE,-1,-1,-1,-1
infrared/ir_0230.png,0,NONE,-1,-1,-1,-1
infrared/ir_0231.png,1,THERMAL_ANOMALY,62,68,74,80
infrared/ir_0232.png,0,NONE,-1,-1,-1,-1
infrared/ir_0233.png,0,NONE,-1,-1,-1,-1
infrared/ir_0234.png,0,NONE,-1,-1,-1,-1
infrared/ir_0235.png,0,NONE,-1,-1,-1,-1
infrared/ir_0236.png,0,NONE,-1,-1,-1,-1
infrared/ir_0237.png,0,NONE,-1,-1,-1,-1
infrared/ir_0238.png,0,NONE,-1,-1,-1,-1
infrared/ir_0239.png,0,NONE,-1,-1,-1,-1
infrared/ir_0240.png,0,NONE,-1,-1,-1,-1
infrared/ir_0241.png,1,THERMAL_ANOMALY,77,55,95,73
infrared/ir_0242.png,0,NONE,-1,-1,-1,-1
infrared/ir_0243.png,0,NONE,-1,-1,-1,-1
infrared/ir_0244.png,0,NONE,-1,-1,-1,-1
infrared/ir_0245.png,0,NONE,-1,-1,-1,-1
infrared/ir_0246.png,0,NONE,-1,-1,-1,-1
infrared/ir_0247.png,0,NONE,-1,-1,-1,-1
infrared/ir_0248.png,0,NONE,-1,-1,-1,-1
infrared/ir_0249.png,0,NONE,-1,-1,-1,-1
infrared/ir_0250.png,0,NONE,-1,-1,-1,-1
infrared/ir_0251.png,1,THERMAL_ANOMALY,53,76,71,94
infrared/ir_0252.png,0,NONE,-1,-1,-1,-1
infrared/ir_0253.png,0,NONE,-1,-1,-1,-1
infrared/ir_0254.png,0,NONE,-1,-1,-1,-1
infrared/ir_0255.png,0,NONE,-1,-1,-1,-1
infrared/ir_0256.png,0,NONE,-1,-1,-1,-1
infrared/ir_0257.png,0,NONE,-1,-1,-1,-1
infrared/ir_0258.png,0,NONE,-1,-1,-1,-1
infrared/ir_0259.png,0,NONE,-1,-1,-1,-1
infrared/ir_0260.png,0,NONE,-1,-1,-1,-1
infrared/ir_0261.png,1,THERMAL_ANOMALY,60,68,74,82
infrared/ir_0262.png,0,NONE,-1,-1,-1,-1
infrared/ir_0263.png,0,NONE,-1,-1,-1,-1
infrared/ir_0264.png,0,NONE,-1,-1,-1,-1
infrared/ir_0265.png,0,NONE,-1,-1,-1,-1
infrared/ir_0266.png,0,NONE,-1,-1,-1,-1
infrared/ir_0267.png,0,NONE,-1,-1,-1,-1
infrared/ir_0268.png,0,NONE,-1,-1,-1,-1
infrared/ir_0269.png,0,NONE,-1,-1,-1,-1
infrared/ir_0270.png,0,NONE,-1,-1,-1,-1
infrared/ir_0271.png,1,THERMAL_ANOMALY,57,81,67,91
infrared/ir_0272.png,0,NONE,-1,-1,-1,-1
infrared/ir_0273.png,0,NONE,-1,-1,-1,-1
infrared/ir_0274.png,0,NONE,-1,-1,-1,-1
infrared/ir_0275.png,0,NONE,-1,-1,-1,-1
infrared/ir_0276.png,0,NONE,-1,-1,-1,-1
infrared/ir_0277.png,0,NONE,-1,-1,-1,-1
infrared/ir_0278.png,0,NONE,-1,-1,-1,-1
infrared/ir_0279.png,0,NONE,-1,-1,-1,-1
infrared/ir_0280.png,0,NONE,-1,-1,-1,-1
infrared/ir_0281.png,1,THERMAL_ANOMALY,63,42,79,58
infrared/ir_0282.png,0,NONE,-1,-1,-1,-1
infrared/ir_0283.png,0,NONE,-1,-1,-1,-1
infrared/ir_0284.png,0,NONE,-1,-1,-1,-1
infrared/ir_0285.png,0,NONE,-1,-1,-1,-1
infrared/ir_0286.png,0,NONE,-1,-1,-1,-1
infrared/ir_0287.png,0,NONE,-1,-1,-1,-1
infrared/ir_0288.png,0,NONE,-1,-1,-1,-1
infrared/ir_0289.png,0,NONE,-1,-1,-1,-1
infrared/ir_0290.png,0,NONE,-1,-1,-1,-1
infrared/ir_0291.png,1,THERMAL_ANOMALY,58,48,76,66
infrared/ir_0292.png,0,NONE,-1,-1,-1,-1
infrared/ir_0293.png,0,NONE,-1,-1,-1,-1
infrared/ir_0294.png,0,NONE,-1,-1,-1,-1
infrared/ir_0295.png,0,NONE,-1,-1,-1,-1
infrared/ir_0296.png,0,NONE,-1,-1,-1,-1
infrared/ir_0297.png,0,NONE,-1,-1,-1,-1
infrared/ir_0298.png,0,NONE,-1,-1,-1,-1
infrared/ir_0299.png,0,NONE,-1,-1,-1,-1
infrared/ir_0300.png,0,NONE,-1,-1,-1,-1
infrared/ir_0301.png,1,THERMAL_ANOMALY,40,51,52,63
infrared/ir_0302.png,0,NONE,-1,-1,-1,-1
infrared/ir_0303.png,0,NONE,-1,-1,-1,-1
infrared/ir_0304.png,0,NONE,-1,-1,-1,-1
infrared/ir_0305.png,0,NONE,-1,-1,-1,-1
infrared/ir_0306.png,0,NONE,-1,-1,-1,-1
infrared/ir_0307.png,0,NONE,-1,-1,-1,-1
infrared/ir_0308.png,0,NONE,-1,-1,-1,-1
infrared/ir_0309.png,0,NONE,-1,-1,-1,-1
infrared/ir_0310.png,0,NONE,-1,-1,-1,-1
infrared/ir_0311.png,1,THERMAL_ANOMALY,70,54,82,66
infrared/ir_0312.png,0,NONE,-1,-1,-1,-1
infrared/ir_0313.png,0,NONE,-1,-1,-1,-1
infrared/ir_0314.png,0,NONE,-1,-1,-1,-1
infrared/ir_0315.png,0,NONE,-1,-1,-1,-1
infrared/ir_0316.png,0,NONE,-1,-1,-1,-1
infrared/ir_0317.png,0,NONE,-1,-1,-1,-1
infrared/ir_0318.png,0,NONE,-1,-1,-1,-1
infrared/ir_0319.png,0,NONE,-1,-1,-1,-1
infrared/ir_0320.png,0,NONE,-1,-1,-1,-1
infrared/ir_0321.png,1,THERMAL_ANOMALY,67,46,77,56
infrared/ir_0322.png,0,NONE,-1,-1,-1,-1
infrared/ir_0323.png,0,NONE,-1,-1,-1,-1
infrared/ir_0324.png,0,NONE,-1,-1,-1,-1
infrared/ir_0325.png,0,NONE,-1,-1,-1,-1
infrared/ir_0326.png,0,NONE,-1,-1,-1,-1
infrared/ir_0327.png,0,NONE,-1,-1,-1,-1
infrared/ir_0328.png,0,NONE,-1,-1,-1,-1
infrared/ir_0329.png,0,NONE,-1,-1,-1,-1
infrared/ir_0330.png,0,NONE,-1,-1,-1,-1
infrared/ir_0331.png,1,THERMAL_ANOMALY,59,57,79,77
infrared/ir_0332.png,0,NONE,-1,-1,-1,-1
infrared/ir_0333.png,0,NONE,-1,-1,-1,-1
infrared/ir_0334.png,0,NONE,-1,-1,-1,-1
infrared/ir_0335.png,0,NONE,-1,-1,-1,-1
infrared/ir_0336.png,0,NONE,-1,-1,-1,-1
infrared/ir_0337.png,0,NONE,-1,-1,-1,-1
infrared/ir_0338.png,0,NONE,-1,-1,-1,-1
infrared/ir_0339.png,0,NONE,-1,-1,-1,-1
infrared/ir_0340.png,0,NONE,-1,-1,-1,-1
infrared/ir_0341.png,1,THERMAL_ANOMALY,64,40,82,58
infrared/ir_0342.png,0,NONE,-1,-1,-1,-1
infrared/ir_0343.png,0,NONE,-1,-1,-1,-1
infrared/ir_0344.png,0,NONE,-1,-1,-1,-1
infrared/ir_0345.png,0,NONE,-1,-1,-1,-1
infrared/ir_0346.png,0,NONE,-1,-1,-1,-1
infrared/ir_0347.png,0,NONE,-1,-1,-1,-1
infrared/ir_0348.png,0,NONE,-1,-1,-1,-1
infrared/ir_0349.png,0,NONE,-1,-1,-1,-1
infrared/ir_0350.png,0,NONE,-1,-1,-1,-1
infrared/ir_0351.png,1,THERMAL_ANOMALY,36,33,50,47
infrared/ir_0352.png,0,NONE,-1,-1,-1,-1
infrared/ir_0353.png,0,NONE,-1,-1,-1,-1
infrared/ir_0354.png,0,NONE,-1,-1,-1,-1
infrared/ir_0355.png,0,NONE,-1,-1,-1,-1
infrared/ir_0356.png,0,NONE,-1,-1,-1,-1
infrared/ir_0357.png,0,NONE,-1,-1,-1,-1
infrared/ir_0358.png,0,NONE,-1,-1,-1,-1
infrared/ir_0359.png,0,NONE,-1,-1,-1,-1
infrared/ir_0360.png,0,NONE,-1,-1,-1,-1
infrared/ir_0361.png,1,THERMAL_ANOMALY,68,47,88,67
infrared/ir_0362.png,0,NONE,-1,-1,-1,-1
infrared/ir_0363.png,0,NONE,-1,-1,-1,-1
infrared/ir_0364.png,0,NONE,-1,-1,-1,-1
infrared/ir_0365.png,0,NONE,-1,-1,-1,-1
infrared/ir_0366.png,0,NONE,-1,-1,-1,-1
infrared/ir_0367.png,0,NONE,-1,-1,-1,-1
infrared/ir_0368.png,0,NONE,-1,-1,-1,-1
infrared/ir_0369.png,0,NONE,-1,-1,-1,-1
infrared/ir_0370.png,0,NONE,-1,-1,-1,-1
infrared/ir_0371.png,1,THERMAL_ANOMALY,68,79,78,89
infrared/ir_0372.png,0,NONE,-1,-1,-1,-1
infrared/ir_0373.png,0,NONE,-1,-1,-1,-1
infrared/ir_0374.png,0,NONE,-1,-1,-1,-1
infrared/ir_0375.png,0,NONE,-1,-1,-1,-1
infrared/ir_0376.png,0,NONE,-1,-1,-1,-1
infrared/ir_0377.png,0,NONE,-1,-1,-1,-1
infrared/ir_0378.png,0,NONE,-1,-1,-1,-1
infrared/ir_0379.png,0,NONE,-1,-1,-1,-1
infrared/ir_0380.png,0,NONE,-1,-1,-1,-1
infrared/ir_0381.png,1,THERMAL_ANOMALY,64,60,78,74
infrared/ir_0382.png,0,NONE,-1,-1,-1,-1
infrared/ir_0383.png,0,NONE,-1,-1,-1,-1
infrared/ir_0384.png,0,NONE,-1,-1,-1,-1
infrared/ir_0385.png,0,NONE,-1,-1,-1,-1
infrared/ir_0386.png,0,NONE,-1,-1,-1,-1
infrared/ir_0387.png,0,NONE,-1,-1,-1,-1
infrared/ir_0388.png,0,NONE,-1,-1,-1,-1
infrared/ir_0389.png,0,NONE,-1,-1,-1,-1
infrared/ir_0390.png,0,NONE,-1,-1,-1,-1
infrared/ir_0391.png,1,THERMAL_ANOMALY,64,71,76,83
infrared/ir_0392.png,0,NONE,-1,-1,-1,-1
infrared/ir_0393.png,0,NONE,-1,-1,-1,-1
infrared/ir_0394.png,0,NONE,-1,-1,-1,-1
infrared/ir_0395.png,0,NONE,-1,-1,-1,-1
infrared/ir_0396.png,0,NONE,-1,-1,-1,-1
infrared/ir_0397.png,0,NONE,-1,-1,-1,-1
infrared/ir_0398.png,0,NONE,-1,-1,-1,-1
infrared/ir_0399.png,0,NONE,-1,-1,-1,-1
infrared/ir_0400.png,0,NONE,-1,-1,-1,-1
infrared/ir_0401.png,1,THERMAL_ANOMALY,69,51,87,69
infrared/ir_0402.png,0,NONE,-1,-1,-1,-1
infrared/ir_0403.png,0,NONE,-1,-1,-1,-1
infrared/ir_0404.png,0,NONE,-1,-1,-1,-1
infrared/ir_0405.png,0,NONE,-1,-1,-1,-1
infrared/ir_0406.png,0,NONE,-1,-1,-1,-1
infrared/ir_0407.png,0,NONE,-1,-1,-1,-1
infrared/ir_0408.png,0,NONE,-1,-1,-1,-1
infrared/ir_0409.png,0,NONE,-1,-1,-1,-1
infrared/ir_0410.png,0,NONE,-1,-1,-1,-1
infrared/ir_0411.png,1,THERMAL_ANOMALY,35,79,47,91
infrared/ir_0412.png,0,NONE,-1,-1,-1,-1
infrared/ir_0413.png,0,NONE,-1,-1,-1,-1
infrared/ir_0414.png,0,NONE,-1,-1,-1,-1
infrared/ir_0415.png,0,NONE,-1,-1,-1,-1
infrared/ir_0416.png,0,NONE,-1,-1,-1,-1
infrared/ir_0417.png,0,NONE,-1,-1,-1,-1
infrared/ir_0418.png,0,NONE,-1,-1,-1,-1
infrared/ir_0419.png,0,NONE,-1,-1,-1,-1
infrared/ir_0420.png,0,NONE,-1,-1,-1,-1
infrared/ir_0421.png,1,THERMAL_ANOMALY,51,75,69,93
infrared/ir_0422.png,0,NONE,-1,-1,-1,-1
infrared/ir_0423.png,0,NONE,-1,-1,-1,-1
infrared/ir_0424.png,0,NONE,-1,-1,-1,-1
infrared/ir_0425.png,0,NONE,-1,-1,-1,-1
infrared/ir_0426.png,0,NONE,-1,-1,-1,-1
infrared/ir_0427.png,0,NONE,-1,-1,-1,-1
infrared/ir_0428.png,0,NONE,-1,-1,-1,-1
infrared/ir_0429.png,0,NONE,-1,-1,-1,-1
infrared/ir_0430.png,0,NONE,-1,-1,-1,-1
infrared/ir_0431.png,1,THERMAL_ANOMALY,71,46,87,62
infrared/ir_0432.png,0,NONE,-1,-1,-1,-1
infrared/ir_0433.png,0,NONE,-1,-1,-1,-1
infrared/ir_0434.png,0,NONE,-1,-1,-1,-1
infrared/ir_0435.png,0,NONE,-1,-1,-1,-1
infrared/ir_0436.png,0,NONE,-1,-1,-1,-1
infrared/ir_0437.png,0,NONE,-1,-1,-1,-1
infrared/ir_0438.png,0,NONE,-1,-1,-1,-1
infrared/ir_0439.png,0,NONE,-1,-1,-1,-1
infrared/ir_0440.png,0,NONE,-1,-1,-1,-1
infrared/ir_0441.png,1,THERMAL_ANOMALY,79,52,89,62
infrared/ir_0442.png,0,NONE,-1,-1,-1,-1
infrared/ir_0443.png,0,NONE,-1,-1,-1,-1
infrared/ir_0444.png,0,NONE,-1,-1,-1,-1
infrared/ir_0445.png,0,NONE,-1,-1,-1,-1
infrared/ir_0446.png,0,NONE,-1,-1,-1,-1
infrared/ir_0447.png,0,NONE,-1,-1,-1,-1
infrared/ir_0448.png,0,NONE,-1,-1,-1,-1
infrared/ir_0449.png,0,NONE,-1,-1,-1,-1
infrared/ir_0450.png,0,NONE,-1,-1,-1,-1
infrared/ir_0451.png,1,THERMAL_ANOMALY,37,81,49,93
infrared/ir_0452.png,0,NONE,-1,-1,-1,-1
infrared/ir_0453.png,0,NONE,-1,-1,-1,-1
infrared/ir_0454.png,0,NONE,-1,-1,-1,-1
infrared/ir_0455.png,0,NONE,-1,-1,-1,-1
