timestamp,temperature,voltage,current,battery,pressure,vibration,is_anomaly,anomaly_type
2026-08-29 09:40:00,22.465,28.25,5.397,86.271,101.375,0.2,0,NONE
2026-08-29 09:45:00,22.044,28.085,4.874,82.483,101.429,0.233,0,NONE
2026-08-29 09:50:00,25.204,22.99,5.123,84.129,101.558,0.173,1,VOLTAGE
2026-08-29 09:55:00,21.521,28.508,4.654,83.227,102.227,0.258,0,NONE
2026-08-29 10:00:00,19.953,27.846,5.158,84.262,101.966,0.176,0,NONE
2026-08-29 10:05:00,22.359,28.011,5.001,83.802,101.353,0.176,0,NONE
2026-08-29 10:10:00,22.44,28.094,4.738,84.339,100.329,0.254,0,NONE
2026-08-29 10:15:00,24.718,27.783,4.917,84.635,101.381,0.207,0,NONE
2026-08-29 10:20:00,23.67,28.165,4.936,83.814,101.266,0.181,0,NONE
2026-08-29 10:25:00,48.073,27.813,4.905,84.531,101.532,0.195,1,THERMAL
2026-08-29 10:30:00,24.927,27.856,5.62,81.715,103.948,0.247,0,NONE
2026-08-29 10:35:00,19.622,28.477,4.966,84.827,100.671,0.251,0,NONE
2026-08-29 10:40:00,20.72,27.636,4.915,83.82,101.807,0.171,0,NONE
2026-08-29 10:45:00,20.147,27.156,4.266,84.347,102.582,0.199,0,NONE
2026-08-29 10:50:00,21.22,28.564,4.687,82.474,101.418,0.203,0,NONE
2026-08-29 10:55:00,19.247,28.892,4.908,82.75,104.105,0.165,0,NONE
2026-08-29 11:00:00,23.27,27.858,4.76,83.497,100.846,0.198,0,NONE
2026-08-29 11:05:00,21.556,27.322,5.484,83.331,101.689,0.2,0,NONE
2026-08-29 11:10:00,19.058,27.891,4.942,83.536,100.341,0.24,0,NONE
2026-08-29 11:15:00,19.969,27.9,5.451,84.143,100.878,0.242,0,NONE
2026-08-29 11:20:00,22.627,27.934,5.022,81.828,101.599,0.188,0,NONE
2026-08-29 11:25:00,23.676,27.61,5.013,83.984,102.316,0.193,0,NONE
2026-08-29 11:30:00,25.993,28.203,4.969,83.177,101.683,0.223,0,NONE
2026-08-29 11:35:00,27.828,28.184,5.001,82.972,102.811,0.18,0,NONE
2026-08-29 11:40:00,22.829,27.477,5.602,81.923,101.186,0.221,0,NONE
2026-08-29 11:45:00,20.021,28.245,4.188,83.467,100.901,0.197,0,NONE
2026-08-29 11:50:00,17.736,28.718,4.299,81.099,104.545,0.166,0,NONE
2026-08-29 11:55:00,22.535,28.06,4.81,83.514,118.357,0.167,1,PRESSURE
2026-08-29 12:00:00,20.374,27.882,5.005,81.766,100.437,0.251,0,NONE
2026-08-29 12:05:00,21.169,27.95,5.242,82.968,100.467,0.195,0,NONE
2026-08-29 12:10:00,20.776,28.215,5.166,82.795,100.169,0.257,0,NONE
2026-08-29 12:15:00,21.718,27.394,4.866,83.791,102.424,0.182,0,NONE
2026-08-29 12:20:00,24.132,28.058,5.357,82.677,100.863,0.21,0,NONE
2026-08-29 12:25:00,22.314,27.863,5.361,82.23,101.453,0.284,0,NONE
2026-08-29 12:30:00,21.683,28.647,5.064,82.345,101.224,0.163,0,NONE
2026-08-29 12:35:00,19.929,27.939,5.337,83.733,102.178,2.603,1,VIBRATION
2026-08-29 12:40:00,18.651,28.584,5.095,83.109,100.284,0.245,0,NONE
2026-08-29 12:45:00,21.027,27.614,4.803,82.336,100.009,0.171,0,NONE
2026-08-29 12:50:00,21.892,28.206,5.244,82.421,101.569,0.199,0,NONE
2026-08-29 12:55:00,53.497,28.112,5.039,81.321,102.021,0.179,1,THERMAL
2026-08-29 13:00:00,22.261,27.696,5.0,82.851,101.699,0.209,0,NONE
2026-08-29 13:05:00,23.965,28.062,5.516,81.097,100.329,0.167,0,NONE
2026-08-29 13:10:00,21.001,28.424,4.142,83.071,102.113,0.194,0,NONE
2026-08-29 13:15:00,19.63,27.887,4.504,82.538,100.407,0.216,0,NONE
2026-08-29 13:20:00,20.07,27.408,4.585,84.31,100.674,0.165,0,NONE
2026-08-29 13:25:00,20.55,27.994,4.873,81.485,100.167,0.175,0,NONE
2026-08-29 13:30:00,26.257,27.684,4.911,82.248,102.861,0.188,0,NONE
2026-08-29 13:35:00,20.357,27.88,4.472,83.734,102.06,0.15,0,NONE
2026-08-29 13:40:00,23.677,27.971,4.655,83.213,102.026,0.185,0,NONE
2026-08-29 13:45:00,20.194,27.403,4.699,81.668,102.797,0.204,0,NONE
2026-08-29 13:50:00,23.863,27.435,5.86,82.369,104.675,0.186,0,NONE
2026-08-29 13:55:00,22.77,28.169,5.631,82.157,99.249,0.191,0,NONE
2026-08-29 14:00:00,21.687,27.817,4.856,82.346,100.414,0.199,0,NONE
2026-08-29 14:05:00,21.918,27.102,4.873,81.526,100.561,0.177,0,NONE
2026-08-29 14:10:00,20.69,28.275,4.598,81.979,100.279,0.224,0,NONE
2026-08-29 14:15:00,22.892,28.095,4.332,80.737,100.007,0.25,0,NONE
2026-08-29 14:20:00,21.09,27.75,4.959,82.088,100.94,0.184,0,NONE
2026-08-29 14:25:00,19.549,27.539,4.651,82.305,99.84,0.217,0,NONE
2026-08-29 14:30:00,19.444,28.293,4.97,81.728,101.702,0.192,0,NONE
2026-08-29 14:35:00,22.345,28.122,4.44,80.583,101.362,0.213,0,NONE
2026-08-29 14:40:00,25.158,28.834,4.733,82.631,101.877,0.255,0,NONE
2026-08-29 14:45:00,22.32,28.147,5.052,82.097,101.909,0.218,0,NONE
2026-08-29 14:50:00,21.763,28.136,5.128,81.189,102.024,0.138,0,NONE
2026-08-29 14:55:00,22.572,27.942,5.146,81.511,100.852,0.216,0,NONE
2026-08-29 15:00:00,24.612,28.286,4.538,80.499,103.845,0.243,0,NONE
2026-08-29 15:05:00,22.439,28.219,5.299,80.845,101.581,0.192,0,NONE
2026-08-29 15:10:00,21.178,28.438,4.72,81.2,99.065,0.235,0,NONE
2026-08-29 15:15:00,24.213,27.818,5.222,82.578,100.097,0.176,0,NONE
2026-08-29 15:20:00,22.858,27.848,4.996,81.048,99.211,0.148,0,NONE
2026-08-29 15:25:00,25.072,27.832,4.518,82.037,101.321,0.205,0,NONE
2026-08-29 15:30:00,22.366,28.277,4.889,81.059,101.154,0.139,0,NONE
2026-08-29 15:35:00,19.551,28.524,5.128,81.653,100.738,0.192,0,NONE
2026-08-29 15:40:00,19.264,27.839,5.215,81.307,103.713,0.245,0,NONE
2026-08-29 15:45:00,25.302,27.851,4.951,82.083,101.959,0.133,0,NONE
2026-08-29 15:50:00,25.447,28.11,5.536,80.922,102.171,0.155,0,NONE
2026-08-29 15:55:00,21.641,27.914,5.353,24.047,100.183,0.164,1,BATTERY
2026-08-29 16:00:00,21.234,28.333,4.91,80.174,100.101,0.198,0,NONE
2026-08-29 16:05:00,24.923,27.212,5.263,80.819,112.465,0.187,1,PRESSURE
2026-08-29 16:10:00,19.786,27.711,5.677,80.211,101.508,0.249,0,NONE
2026-08-29 16:15:00,20.211,27.726,5.686,81.503,99.072,0.233,0,NONE
2026-08-29 16:20:00,23.287,27.188,4.57,80.767,101.084,0.217,0,NONE
2026-08-29 16:25:00,21.211,27.663,4.676,83.005,101.317,0.205,0,NONE
2026-08-29 16:30:00,21.99,27.68,5.52,79.68,101.042,0.214,0,NONE
2026-08-29 16:35:00,21.673,27.93,4.63,81.198,100.324,0.17,0,NONE
2026-08-29 16:40:00,22.675,28.39,4.537,80.098,100.653,0.23,0,NONE
2026-08-29 16:45:00,24.815,27.914,4.83,80.57,101.088,0.161,0,NONE
2026-08-29 16:50:00,22.181,27.639,5.147,81.043,101.409,0.229,0,NONE
2026-08-29 16:55:00,23.288,27.98,4.964,79.035,102.026,0.242,0,NONE
2026-08-29 17:00:00,17.9,28.367,4.772,81.049,102.597,0.207,0,NONE
2026-08-29 17:05:00,21.903,27.658,4.764,82.347,100.947,0.194,0,NONE
2026-08-29 17:10:00,20.314,27.681,4.751,80.427,100.753,0.214,0,NONE
2026-08-29 17:15:00,19.562,28.195,4.692,80.963,101.825,0.1,0,NONE
2026-08-29 17:20:00,20.244,27.922,5.799,81.54,102.033,0.211,0,NONE
2026-08-29 17:25:00,21.332,28.227,5.104,80.554,100.779,0.196,0,NONE
2026-08-29 17:30:00,23.832,27.995,5.31,80.185,102.248,0.198,0,NONE
2026-08-29 17:35:00,19.347,28.246,4.829,78.794,102.476,0.225,0,NONE
2026-08-29 17:40:00,22.061,27.638,4.935,81.093,102.85,0.197,0,NONE
2026-08-29 17:45:00,21.032,27.996,4.75,80.454,103.434,0.16,0,NONE
2026-08-29 17:50:00,21.345,27.926,4.072,79.7,100.26,0.195,0,NONE
2026-08-29 17:55:00,24.006,27.574,4.518,80.576,101.317,0.202,0,NONE
2026-08-29 18:00:00,23.076,27.453,4.366,79.973,101.314,0.204,0,NONE
2026-08-29 18:05:00,24.675,28.24,4.213,79.982,101.182,0.206,0,NONE
2026-08-29 18:10:00,21.691,27.877,4.582,80.855,100.521,0.236,0,NONE
2026-08-29 18:15:00,20.608,27.642,5.464,79.264,99.517,2.177,1,VIBRATION
2026-08-29 18:20:00,21.552,27.966,4.984,81.138,101.411,0.206,0,NONE
2026-08-29 18:25:00,22.485,28.395,5.452,79.147,100.378,0.245,0,NONE
2026-08-29 18:30:00,22.353,27.202,5.144,79.7,101.403,0.139,0,NONE
2026-08-29 18:35:00,19.831,27.476,5.274,81.733,100.347,0.206,0,NONE
2026-08-29 18:40:00,22.181,27.677,8.243,81.062,99.98,0.18,1,CURRENT
2026-08-29 18:45:00,22.456,28.511,5.183,80.203,101.581,0.187,0,NONE
2026-08-29 18:50:00,27.035,28.099,5.255,79.338,101.481,0.168,0,NONE
2026-08-29 18:55:00,25.754,28.269,4.798,79.632,101.995,0.194,0,NONE
2026-08-29 19:00:00,20.294,27.601,5.196,80.079,103.923,0.264,0,NONE
2026-08-29 19:05:00,21.425,27.608,5.198,80.015,101.633,0.156,0,NONE
2026-08-29 19:10:00,19.073,28.157,4.808,79.877,101.882,0.159,0,NONE
2026-08-29 19:15:00,20.819,22.032,4.607,79.89,100.007,0.154,1,VOLTAGE
2026-08-29 19:20:00,22.631,28.192,4.586,79.708,99.756,0.26,0,NONE
2026-08-29 19:25:00,24.412,27.934,5.03,78.691,103.199,0.184,0,NONE
2026-08-29 19:30:00,20.542,28.097,5.114,79.397,100.192,0.199,0,NONE
2026-08-29 19:35:00,20.692,28.055,4.723,80.507,100.047,0.186,0,NONE
2026-08-29 19:40:00,17.705,28.272,5.009,78.645,101.253,0.167,0,NONE
2026-08-29 19:45:00,21.675,28.282,5.2,79.553,101.192,0.192,0,NONE
2026-08-29 19:50:00,19.875,27.433,5.216,79.014,100.217,0.286,0,NONE
2026-08-29 19:55:00,20.941,27.213,8.754,79.724,100.934,0.249,1,CURRENT
2026-08-29 20:00:00,20.246,28.351,5.447,79.289,102.775,0.17,0,NONE
2026-08-29 20:05:00,21.811,28.416,4.65,80.747,100.333,0.223,0,NONE
2026-08-29 20:10:00,18.485,27.643,5.589,79.935,99.628,0.171,0,NONE
2026-08-29 20:15:00,19.066,27.349,4.814,78.446,102.431,0.138,0,NONE
2026-08-29 20:20:00,26.258,28.035,5.366,79.997,101.891,0.236,0,NONE
2026-08-29 20:25:00,44.924,28.326,5.024,78.805,100.555,0.241,1,THERMAL
2026-08-29 20:30:00,19.806,28.629,4.856,78.928,99.401,0.237,0,NONE
2026-08-29 20:35:00,25.674,28.181,4.367,79.606,100.406,0.184,0,NONE
2026-08-29 20:40:00,27.81,27.87,4.94,78.927,101.234,0.194,0,NONE
2026-08-29 20:45:00,19.657,27.687,4.454,79.999,102.699,0.226,0,NONE
2026-08-29 20:50:00,21.264,28.004,5.339,78.63,100.056,0.214,0,NONE
2026-08-29 20:55:00,22.683,27.895,5.531,78.72,101.199,0.186,0,NONE
2026-08-29 21:00:00,25.457,27.645,4.721,78.655,102.11,0.143,0,NONE
2026-08-29 21:05:00,20.026,28.717,5.106,78.692,98.442,0.204,0,NONE
2026-08-29 21:10:00,21.509,28.625,4.746,79.989,102.541,0.238,0,NONE
2026-08-29 21:15:00,23.555,28.398,4.78,79.578,99.881,0.158,0,NONE
2026-08-29 21:20:00,22.87,27.678,5.271,80.408,101.698,0.222,0,NONE
2026-08-29 21:25:00,21.248,28.299,4.987,80.819,101.596,0.212,0,NONE
2026-08-29 21:30:00,41.057,28.224,5.609,78.145,102.602,0.226,1,THERMAL
2026-08-29 21:35:00,19.25,28.155,4.831,78.991,101.961,0.231,0,NONE
2026-08-29 21:40:00,21.524,28.437,5.35,77.959,98.447,0.176,0,NONE
2026-08-29 21:45:00,21.467,28.222,5.034,78.243,100.358,0.143,0,NONE
2026-08-29 21:50:00,22.464,28.259,5.279,78.326,101.466,0.181,0,NONE
2026-08-29 21:55:00,20.889,28.223,4.843,77.949,101.066,0.231,0,NONE
2026-08-29 22:00:00,22.943,28.119,4.983,77.918,101.873,0.181,0,NONE
2026-08-29 22:05:00,24.025,27.376,4.96,78.61,102.247,1.044,1,VIBRATION
2026-08-29 22:10:00,22.311,28.029,4.707,77.717,102.03,0.136,0,NONE
2026-08-29 22:15:00,22.704,27.805,5.232,79.329,101.043,0.261,0,NONE
2026-08-29 22:20:00,22.106,27.552,5.228,77.886,99.084,0.229,0,NONE
2026-08-29 22:25:00,22.0,28.589,5.208,80.833,100.753,0.227,0,NONE
2026-08-29 22:30:00,20.557,28.605,5.538,78.189,101.8,0.234,0,NONE
2026-08-29 22:35:00,22.633,28.476,5.507,78.573,99.991,0.22,0,NONE
2026-08-29 22:40:00,21.805,28.089,4.869,77.444,102.058,0.191,0,NONE
2026-08-29 22:45:00,26.186,28.473,5.131,79.81,102.39,0.194,0,NONE
2026-08-29 22:50:00,25.147,28.004,4.782,79.306,101.452,0.185,0,NONE
2026-08-29 22:55:00,22.772,28.071,5.008,78.613,97.623,0.292,0,NONE
2026-08-29 23:00:00,20.474,27.617,4.79,77.263,99.766,0.219,0,NONE
2026-08-29 23:05:00,19.775,28.139,5.567,78.474,103.563,0.184,0,NONE
2026-08-29 23:10:00,24.382,28.021,5.127,77.373,100.644,0.216,0,NONE
2026-08-29 23:15:00,22.525,27.544,4.924,79.405,98.919,0.165,0,NONE
2026-08-29 23:20:00,22.96,27.982,5.418,78.847,102.782,0.253,0,NONE
2026-08-29 23:25:00,18.511,27.972,4.24,78.241,101.316,0.177,0,NONE
2026-08-29 23:30:00,23.855,28.629,4.295,76.181,102.626,0.218,0,NONE
2026-08-29 23:35:00,22.909,24.149,5.279,77.308,101.632,0.237,1,VOLTAGE
2026-08-29 23:40:00,19.779,28.004,5.021,78.61,101.85,0.213,0,NONE
2026-08-29 23:45:00,21.057,28.087,5.088,78.995,101.736,0.203,0,NONE
2026-08-29 23:50:00,22.527,28.015,4.536,78.877,102.137,0.2,0,NONE
2026-08-29 23:55:00,22.105,27.929,4.992,76.681,104.033,0.198,0,NONE
2026-08-30 00:00:00,21.416,27.621,5.701,78.161,102.465,0.18,0,NONE
2026-08-30 00:05:00,21.793,27.947,5.288,78.697,99.404,0.184,0,NONE
2026-08-30 00:10:00,21.496,27.739,5.059,76.523,101.836,0.252,0,NONE
2026-08-30 00:15:00,22.305,27.562,4.846,77.809,102.67,0.196,0,NONE
2026-08-30 00:20:00,24.943,28.179,4.862,77.999,102.743,0.172,0,NONE
2026-08-30 00:25:00,16.867,28.137,4.255,77.504,100.788,0.182,0,NONE
2026-08-30 00:30:00,21.526,27.375,5.09,76.228,102.698,0.239,0,NONE
2026-08-30 00:35:00,22.353,27.957,5.296,77.414,102.413,0.224,0,NONE
2026-08-30 00:40:00,22.592,28.348,4.449,77.378,104.387,0.22,0,NONE
2026-08-30 00:45:00,21.256,28.371,4.769,77.487,100.4,0.191,0,NONE
2026-08-30 00:50:00,18.487,28.359,4.595,77.119,100.691,0.22,0,NONE
2026-08-30 00:55:00,22.656,28.014,4.662,77.181,100.933,0.177,0,NONE
2026-08-30 01:00:00,25.455,27.704,5.019,77.468,100.712,0.191,0,NONE
2026-08-30 01:05:00,18.932,27.621,4.27,77.819,100.232,0.234,0,NONE
2026-08-30 01:10:00,23.728,28.121,5.215,77.186,97.985,0.231,0,NONE
2026-08-30 01:15:00,21.343,24.838,5.264,77.067,100.778,0.166,1,VOLTAGE
2026-08-30 01:20:00,21.877,28.451,4.912,77.434,101.743,0.17,0,NONE
2026-08-30 01:25:00,19.894,28.385,4.132,75.788,100.708,0.204,0,NONE
2026-08-30 01:30:00,21.331,27.954,4.651,77.672,103.622,0.26,0,NONE
2026-08-30 01:35:00,24.6,27.565,5.432,77.255,101.316,0.133,0,NONE
2026-08-30 01:40:00,23.165,27.888,4.028,77.252,102.849,0.21,0,NONE
2026-08-30 01:45:00,25.465,28.076,4.878,77.954,101.614,0.152,0,NONE
2026-08-30 01:50:00,24.355,27.929,4.587,75.588,102.292,0.178,0,NONE
2026-08-30 01:55:00,22.878,27.798,5.282,75.536,101.635,0.187,0,NONE
2026-08-30 02:00:00,43.083,28.089,4.764,77.299,102.943,0.185,1,THERMAL
2026-08-30 02:05:00,22.878,27.824,5.141,77.039,101.367,0.181,0,NONE
2026-08-30 02:10:00,23.656,27.78,5.198,77.146,101.895,0.2,0,NONE
2026-08-30 02:15:00,21.407,28.109,5.643,76.605,101.74,0.181,0,NONE
2026-08-30 02:20:00,22.133,27.859,4.929,77.471,100.954,0.149,0,NONE
2026-08-30 02:25:00,20.605,28.085,5.132,77.651,101.786,0.227,0,NONE
2026-08-30 02:30:00,23.979,28.096,4.48,77.257,103.981,0.226,0,NONE
2026-08-30 02:35:00,19.643,27.601,5.417,76.626,100.976,0.23,0,NONE
2026-08-30 02:40:00,23.565,27.832,4.734,75.114,101.803,0.146,0,NONE
