timestamp,object_id,position_x_km,position_y_km,position_z_km,velocity_x_km_s,velocity_y_km_s,velocity_z_km_s
2026-08-29 00:51:00,SAT-001,-6192.0111,-2756.861,90.6899,3.119115,-7.005647,-0.097314
2026-08-29 00:52:00,SAT-001,-5984.6188,-3182.0783,84.7451,3.600206,-6.771003,-0.100807
2026-08-29 00:53:00,SAT-001,-5748.07,-3591.7928,78.5979,4.063758,-6.503372,-0.104058
2026-08-29 00:54:00,SAT-001,-5483.5172,-3984.0084,72.2631,4.507511,-6.204057,-0.107061
2026-08-29 00:55:00,SAT-001,-5192.2492,-4356.8144,65.7557,4.929304,-5.874516,-0.109808
2026-08-29 00:56:00,SAT-001,-4875.6852,-4708.3944,59.0913,5.327082,-5.516355,-0.112294
2026-08-29 00:57:00,SAT-001,-4535.3672,-5037.0356,52.2858,5.698907,-5.131319,-0.114511
2026-08-29 00:58:00,SAT-001,-4172.9535,-5341.1369,45.3555,6.042967,-4.721284,-0.116454
2026-08-29 00:59:00,SAT-001,-3790.2095,-5619.2167,38.3169,6.357587,-4.288247,-0.11812
2026-08-29 01:00:00,SAT-001,-3389.0,-5869.9202,31.1868,6.641233,-3.834318,-0.119503
2026-08-29 01:01:00,SAT-001,-2971.2796,-6092.026,23.9822,6.892524,-3.361709,-0.120601
2026-08-29 01:02:00,SAT-001,-2539.0835,-6284.4522,16.7203,7.110235,-2.872721,-0.121412
2026-08-29 01:03:00,SAT-001,-2094.5172,-6446.2611,9.4186,7.293306,-2.369739,-0.121932
2026-08-29 01:04:00,SAT-001,-1639.7466,-6576.6644,2.0943,7.440844,-1.855211,-0.122161
2026-08-29 01:05:00,SAT-001,-1176.9873,-6675.0269,-5.2349,7.552132,-1.331645,-0.122099
2026-08-29 01:06:00,SAT-001,-708.4939,-6740.8694,-12.5517,7.626626,-0.801591,-0.121745
2026-08-29 01:07:00,SAT-001,-236.5488,-6773.871,-19.8385,7.663964,-0.267632,-0.1211
2026-08-29 01:08:00,SAT-001,236.5488,-6773.871,-27.0779,7.663964,0.267632,-0.120166
2026-08-29 01:09:00,SAT-001,708.4939,-6740.8694,-34.2526,7.626626,0.801591,-0.118945
2026-08-29 01:10:00,SAT-001,1176.9873,-6675.0269,-41.3456,7.552132,1.331645,-0.11744
2026-08-29 01:11:00,SAT-001,1639.7466,-6576.6644,-48.3399,7.440844,1.855211,-0.115655
2026-08-29 01:12:00,SAT-001,2094.5172,-6446.2611,-55.2187,7.293306,2.369739,-0.113594
2026-08-29 01:13:00,SAT-001,2539.0835,-6284.4522,-61.9657,7.110235,2.872721,-0.111261
2026-08-29 01:14:00,SAT-001,2971.2796,-6092.026,-68.5647,6.892524,3.361709,-0.108663
2026-08-29 01:15:00,SAT-001,3389.0,-5869.9202,-75.0,6.641233,3.834318,-0.105805
2026-08-29 01:16:00,SAT-001,3790.2095,-5619.2167,-81.2562,6.357587,4.288247,-0.102695
2026-08-29 01:17:00,SAT-001,4172.9535,-5341.1369,-87.3184,6.042967,4.721284,-0.099339
2026-08-29 01:18:00,SAT-001,4535.3672,-5037.0356,-93.1722,5.698907,5.131319,-0.095746
2026-08-29 01:19:00,SAT-001,4875.6852,-4708.3944,-98.8034,5.327082,5.516355,-0.091925
2026-08-29 01:20:00,SAT-001,5192.2492,-4356.8144,-104.1988,4.929304,5.874516,-0.087884
2026-08-29 01:21:00,SAT-001,5483.5172,-3984.0084,-109.3453,4.507511,6.204057,-0.083633
2026-08-29 01:22:00,SAT-001,5748.07,-3591.7928,-114.2307,4.063758,6.503372,-0.079183
2026-08-29 01:23:00,SAT-001,5984.6188,-3182.0783,-118.8434,3.600206,6.771003,-0.074543
2026-08-29 01:24:00,SAT-001,6192.0111,-2756.861,-123.1724,3.119115,7.005647,-0.069726
2026-08-29 01:25:00,SAT-001,6369.2366,-2318.2125,-127.2072,2.622828,7.20616,-0.064742
2026-08-29 01:26:00,SAT-001,6515.4318,-1868.27,-130.9383,2.113762,7.371566,-0.059603
2026-08-29 01:27:00,SAT-001,6629.8844,-1409.2254,-134.3568,1.594399,7.501058,-0.054322
2026-08-29 01:28:00,SAT-001,6712.037,-943.3153,-137.4544,1.067268,7.594005,-0.048912
2026-08-29 01:29:00,SAT-001,6761.4891,-472.8094,-140.2239,0.534937,7.649955,-0.043384
2026-08-29 01:30:00,SAT-001,6778.0,-0.0,-142.6585,0.0,7.668636,-0.037754
2026-08-29 01:31:00,SAT-001,6761.4891,472.8094,-144.7525,-0.534937,7.649955,-0.032032
2026-08-29 01:32:00,SAT-001,6712.037,943.3153,-146.5008,-1.067268,7.594005,-0.026235
2026-08-29 01:33:00,SAT-001,6629.8844,1409.2254,-147.8994,-1.594399,7.501058,-0.020375
2026-08-29 01:34:00,SAT-001,6515.4318,1868.27,-148.9448,-2.113762,7.371566,-0.014466
2026-08-29 01:35:00,SAT-001,6369.2366,2318.2125,-149.6346,-2.622828,7.20616,-0.008522
2026-08-29 01:36:00,SAT-001,6192.0111,2756.861,-149.9671,-3.119115,7.005647,-0.002559
2026-08-29 01:37:00,SAT-001,5984.6188,3182.0783,-149.9415,-3.600206,6.771003,0.003411
2026-08-29 01:38:00,SAT-001,5748.07,3591.7928,-149.5579,-4.063758,6.503372,0.009373
2026-08-29 01:39:00,SAT-001,5483.5172,3984.0084,-148.8172,-4.507511,6.204057,0.015312
2026-08-29 01:40:00,SAT-001,5192.2492,4356.8144,-147.7212,-4.929304,5.874516,0.021215
2026-08-29 01:41:00,SAT-001,4875.6852,4708.3944,-146.2724,-5.327082,5.516355,0.027067
2026-08-29 01:42:00,SAT-001,4535.3672,5037.0356,-144.4744,-5.698907,5.131319,0.032855
2026-08-29 01:43:00,SAT-001,4172.9535,5341.1369,-142.3314,-6.042967,4.721284,0.038564
2026-08-29 01:44:00,SAT-001,3790.2095,5619.2167,-139.8486,-6.357587,4.288247,0.044181
2026-08-29 01:45:00,SAT-001,3389.0,5869.9202,-137.0318,-6.641233,3.834318,0.049692
2026-08-29 01:46:00,SAT-001,2971.2796,6092.026,-133.8879,-6.892524,3.361709,0.055085
2026-08-29 01:47:00,SAT-001,2539.0835,6284.4522,-130.4242,-7.110235,2.872721,0.060346
2026-08-29 01:48:00,SAT-001,2094.5172,6446.2611,-126.6492,-7.293306,2.369739,0.065464
2026-08-29 01:49:00,SAT-001,1639.7466,6576.6644,-122.5717,-7.440844,1.855211,0.070424
2026-08-29 01:50:00,SAT-001,1176.9873,6675.0269,-118.2016,-7.552132,1.331645,0.075217
2026-08-29 01:51:00,SAT-001,708.4939,6740.8694,-113.5493,-7.626626,0.801591,0.07983
2026-08-29 01:52:00,SAT-001,236.5488,6773.871,-108.6258,-7.663964,0.267632,0.084253
2026-08-29 01:53:00,SAT-001,-236.5488,6773.871,-103.4429,-7.663964,-0.267632,0.088474
2026-08-29 01:54:00,SAT-001,-708.4939,6740.8694,-98.0131,-7.626626,-0.801591,0.092484
2026-08-29 01:55:00,SAT-001,-1176.9873,6675.0269,-92.3492,-7.552132,-1.331645,0.096274
2026-08-29 01:56:00,SAT-001,-1639.7466,6576.6644,-86.4648,-7.440844,-1.855211,0.099833
2026-08-29 01:57:00,SAT-001,-2094.5172,6446.2611,-80.374,-7.293306,-2.369739,0.103154
2026-08-29 01:58:00,SAT-001,-2539.0835,6284.4522,-74.0913,-7.110235,-2.872721,0.106229
2026-08-29 01:59:00,SAT-001,-2971.2796,6092.026,-67.6316,-6.892524,-3.361709,0.10905
2026-08-29 02:00:00,SAT-001,-3389.0,5869.9202,-61.0105,-6.641233,-3.834318,0.111611
2026-08-29 02:01:00,SAT-001,-3790.2095,5619.2167,-54.2437,-6.357587,-4.288247,0.113905
2026-08-29 02:02:00,SAT-001,-4172.9535,5341.1369,-47.3474,-6.042967,-4.721284,0.115927
2026-08-29 02:03:00,SAT-001,-4535.3672,5037.0356,-40.338,-5.698907,-5.131319,0.117673
2026-08-29 02:04:00,SAT-001,-4875.6852,4708.3944,-33.2323,-5.327082,-5.516355,0.119137
2026-08-29 02:05:00,SAT-001,-5192.2492,4356.8144,-26.0472,-4.929304,-5.874516,0.120317
2026-08-29 02:06:00,SAT-001,-5483.5172,3984.0084,-18.8,-4.507511,-6.204057,0.12121
2026-08-29 02:07:00,SAT-001,-5748.07,3591.7928,-11.5079,-4.063758,-6.503372,0.121813
2026-08-29 02:08:00,SAT-001,-5984.6188,3182.0783,-4.1882,-3.600206,-6.771003,0.122125
2026-08-29 02:09:00,SAT-001,-6192.0111,2756.861,3.1414,-3.119115,-7.005647,0.122146
2026-08-29 02:10:00,SAT-001,-6369.2366,2318.2125,10.4635,-2.622828,-7.20616,0.121875
2026-08-29 02:11:00,SAT-001,-6515.4318,1868.27,17.7606,-2.113762,-7.371566,0.121314
2026-08-29 02:12:00,SAT-001,-6629.8844,1409.2254,25.0153,-1.594399,-7.501058,0.120462
2026-08-29 02:13:00,SAT-001,-6712.037,943.3153,32.2103,-1.067268,-7.594005,0.119323
2026-08-29 02:14:00,SAT-001,-6761.4891,472.8094,39.3284,-0.534937,-7.649955,0.117899
2026-08-29 02:15:00,SAT-001,-6778.0,0.0,46.3525,-0.0,-7.668636,0.116193
2026-08-29 02:16:00,SAT-001,-6761.4891,-472.8094,53.266,0.534937,-7.649955,0.114211
2026-08-29 02:17:00,SAT-001,-6712.037,-943.3153,60.0524,1.067268,-7.594005,0.111955
2026-08-29 02:18:00,SAT-001,-6629.8844,-1409.2254,66.6953,1.594399,-7.501058,0.109432
2026-08-29 02:19:00,SAT-001,-6515.4318,-1868.27,73.1789,2.113762,-7.371566,0.106648
2026-08-29 02:20:00,SAT-001,-6369.2366,-2318.2125,79.4879,2.622828,-7.20616,0.103609
2026-08-29 02:21:00,SAT-001,-6192.0111,-2756.861,85.607,3.119115,-7.005647,0.100322
2026-08-29 02:22:00,SAT-001,-5984.6188,-3182.0783,91.5218,3.600206,-6.771003,0.096796
2026-08-29 02:23:00,SAT-001,-5748.07,-3591.7928,97.218,4.063758,-6.503372,0.093039
2026-08-29 02:24:00,SAT-001,-5483.5172,-3984.0084,102.6821,4.507511,-6.204057,0.08906
2026-08-29 02:25:00,SAT-001,-5192.2492,-4356.8144,107.901,4.929304,-5.874516,0.084869
2026-08-29 02:26:00,SAT-001,-4875.6852,-4708.3944,112.8622,5.327082,-5.516355,0.080474
2026-08-29 02:27:00,SAT-001,-4535.3672,-5037.0356,117.554,5.698907,-5.131319,0.075888
2026-08-29 02:28:00,SAT-001,-4172.9535,-5341.1369,121.9651,6.042967,-4.721284,0.07112
2026-08-29 02:29:00,SAT-001,-3790.2095,-5619.2167,126.085,6.357587,-4.288247,0.066182
2026-08-29 02:30:00,SAT-001,-3389.0,-5869.9202,129.9038,6.641233,-3.834318,0.061087
2026-08-29 02:31:00,SAT-001,-2971.2796,-6092.026,133.4125,6.892524,-3.361709,0.055845
2026-08-29 02:32:00,SAT-001,-2539.0835,-6284.4522,136.6025,7.110235,-2.872721,0.05047
2026-08-29 02:33:00,SAT-001,-2094.5172,-6446.2611,139.4665,7.293306,-2.369739,0.044975
2026-08-29 02:34:00,SAT-001,-1639.7466,-6576.6644,141.9974,7.440844,-1.855211,0.039372
2026-08-29 02:35:00,SAT-001,-1176.9873,-6675.0269,144.1893,7.552132,-1.331645,0.033675
2026-08-29 02:36:00,SAT-001,-708.4939,-6740.8694,146.0368,7.626626,-0.801591,0.027898
2026-08-29 02:37:00,SAT-001,-236.5488,-6773.871,147.5357,7.663964,-0.267632,0.022055
2026-08-29 02:38:00,SAT-001,236.5488,-6773.871,148.6823,7.663964,0.267632,0.016158
2026-08-29 02:39:00,SAT-001,708.4939,-6740.8694,149.4739,7.626626,0.801591,0.010223
2026-08-29 02:40:00,SAT-001,1176.9873,-6675.0269,149.9086,7.552132,1.331645,0.004264
2026-08-29 02:41:00,SAT-001,1639.7466,-6576.6644,149.9854,7.440844,1.855211,-0.001706
2026-08-29 02:42:00,SAT-001,2094.5172,-6446.2611,149.704,7.293306,2.369739,-0.007671
2026-08-29 02:43:00,SAT-001,2539.0835,-6284.4522,149.0652,7.110235,2.872721,-0.013618
2026-08-29 02:44:00,SAT-001,2971.2796,-6092.026,148.0704,6.892524,3.361709,-0.019533
2026-08-29 02:45:00,SAT-001,3389.0,-5869.9202,146.7221,6.641233,3.834318,-0.025401
2026-08-29 02:46:00,SAT-001,3790.2095,-5619.2167,145.0235,6.357587,4.288247,-0.031209
2026-08-29 02:47:00,SAT-001,4172.9535,-5341.1369,142.9786,6.042967,4.721284,-0.036941
2026-08-29 02:48:00,SAT-001,4535.3672,-5037.0356,140.5923,5.698907,5.131319,-0.042586
2026-08-29 02:49:00,SAT-001,4875.6852,-4708.3944,137.8703,5.327082,5.516355,-0.048129
2026-08-29 02:50:00,SAT-001,5192.2492,-4356.8144,134.8191,4.929304,5.874516,-0.053557
2026-08-29 02:51:00,SAT-001,5483.5172,-3984.0084,131.446,4.507511,6.204057,-0.058857
2026-08-29 02:52:00,SAT-001,5748.07,-3591.7928,127.759,4.063758,6.503372,-0.064017
2026-08-29 02:53:00,SAT-001,5984.6188,-3182.0783,123.767,3.600206,6.771003,-0.069024
2026-08-29 02:54:00,SAT-001,6192.0111,-2756.861,119.4795,3.119115,7.005647,-0.073866
2026-08-29 02:55:00,SAT-001,6369.2366,-2318.2125,114.9067,2.622828,7.20616,-0.078531
2026-08-29 02:56:00,SAT-001,6515.4318,-1868.27,110.0595,2.113762,7.371566,-0.083009
2026-08-29 02:57:00,SAT-001,6629.8844,-1409.2254,104.9495,1.594399,7.501058,-0.087289
2026-08-29 02:58:00,SAT-001,6712.037,-943.3153,99.5889,1.067268,7.594005,-0.091361
2026-08-29 02:59:00,SAT-001,6761.4891,-472.8094,93.9906,0.534937,7.649955,-0.095214
2026-08-29 03:00:00,SAT-001,6778.0,-0.0,88.1678,0.0,7.668636,-0.09884
2026-08-29 03:01:00,SAT-001,6761.4891,472.8094,82.1345,-0.534937,7.649955,-0.10223
2026-08-29 03:02:00,SAT-001,6712.037,943.3153,75.9051,-1.067268,7.594005,-0.105376
2026-08-29 03:03:00,SAT-001,6629.8844,1409.2254,69.4944,-1.594399,7.501058,-0.10827
2026-08-29 03:04:00,SAT-001,6515.4318,1868.27,62.9178,-2.113762,7.371566,-0.110906
2026-08-29 03:05:00,SAT-001,6369.2366,2318.2125,56.191,-2.622828,7.20616,-0.113277
2026-08-29 03:06:00,SAT-001,6192.0111,2756.861,49.33,-3.119115,7.005647,-0.115377
2026-08-29 03:07:00,SAT-001,5984.6188,3182.0783,42.3512,-3.600206,6.771003,-0.117202
2026-08-29 03:08:00,SAT-001,5748.07,3591.7928,35.2713,-4.063758,6.503372,-0.118747
2026-08-29 03:09:00,SAT-001,5483.5172,3984.0084,28.1072,-4.507511,6.204057,-0.120009
2026-08-29 03:10:00,SAT-001,5192.2492,4356.8144,20.876,-4.929304,5.874516,-0.120984
2026-08-29 03:11:00,SAT-001,4875.6852,4708.3944,13.5949,-5.327082,5.516355,-0.12167
2026-08-29 03:12:00,SAT-001,4535.3672,5037.0356,6.2813,-5.698907,5.131319,-0.122066
2026-08-29 03:13:00,SAT-001,4172.9535,5341.1369,-1.0472,-6.042967,4.721284,-0.12217
2026-08-29 03:14:00,SAT-001,3790.2095,5619.2167,-8.3732,-6.357587,4.288247,-0.121983
2026-08-29 03:15:00,SAT-001,3389.0,5869.9202,-15.6793,-6.641233,3.834318,-0.121504
2026-08-29 03:16:00,SAT-001,2971.2796,6092.026,-22.9479,-6.892524,3.361709,-0.120735
2026-08-29 03:17:00,SAT-001,2539.0835,6284.4522,-30.1617,-7.110235,2.872721,-0.119678
2026-08-29 03:18:00,SAT-001,2094.5172,6446.2611,-37.3035,-7.293306,2.369739,-0.118335
2026-08-29 03:19:00,SAT-001,1639.7466,6576.6644,-44.3562,-7.440844,1.855211,-0.116709
2026-08-29 03:20:00,SAT-001,1176.9873,6675.0269,-51.303,-7.552132,1.331645,-0.114805
2026-08-29 03:21:00,SAT-001,708.4939,6740.8694,-58.1273,-7.626626,0.801591,-0.112627
2026-08-29 03:22:00,SAT-001,236.5488,6773.871,-64.8129,-7.663964,0.267632,-0.11018
2026-08-29 03:23:00,SAT-001,-236.5488,6773.871,-71.3436,-7.663964,-0.267632,-0.107469
2026-08-29 03:24:00,SAT-001,-708.4939,6740.8694,-77.7041,-7.626626,-0.801591,-0.104502
2026-08-29 03:25:00,SAT-001,-1176.9873,6675.0269,-83.8789,-7.552132,-1.331645,-0.101286
2026-08-29 03:26:00,SAT-001,-1639.7466,6576.6644,-89.8535,-7.440844,-1.855211,-0.097828
2026-08-29 03:27:00,SAT-001,-2094.5172,6446.2611,-95.6136,-7.293306,-2.369739,-0.094136
2026-08-29 03:28:00,SAT-001,-2539.0835,6284.4522,-101.1454,-7.110235,-2.872721,-0.090219
2026-08-29 03:29:00,SAT-001,-2971.2796,6092.026,-106.4356,-6.892524,-3.361709,-0.086087
2026-08-29 03:30:00,SAT-001,-3389.0,5869.9202,-111.4717,-6.641233,-3.834318,-0.08175
2026-08-29 03:31:00,SAT-001,-3790.2095,5619.2167,-116.2417,-6.357587,-4.288247,-0.077217
2026-08-29 03:32:00,SAT-001,-4172.9535,5341.1369,-120.7341,-6.042967,-4.721284,-0.0725
2026-08-29 03:33:00,SAT-001,-4535.3672,5037.0356,-124.9382,-5.698907,-5.131319,-0.06761
2026-08-29 03:34:00,SAT-001,-4875.6852,4708.3944,-128.844,-5.327082,-5.516355,-0.062558
2026-08-29 03:35:00,SAT-001,-5192.2492,4356.8144,-132.4421,-4.929304,-5.874516,-0.057357
2026-08-29 03:36:00,SAT-001,-5483.5172,3984.0084,-135.7241,-4.507511,-6.204057,-0.052019
2026-08-29 03:37:00,SAT-001,-5748.07,3591.7928,-138.6819,-4.063758,-6.503372,-0.046557
2026-08-29 03:38:00,SAT-001,-5984.6188,3182.0783,-141.3086,-3.600206,-6.771003,-0.040983
2026-08-29 03:39:00,SAT-001,-6192.0111,2756.861,-143.5979,-3.119115,-7.005647,-0.035312
2026-08-29 03:40:00,SAT-001,-6369.2366,2318.2125,-145.5444,-2.622828,-7.20616,-0.029556
2026-08-29 03:41:00,SAT-001,-6515.4318,1868.27,-147.1433,-2.113762,-7.371566,-0.02373
2026-08-29 03:42:00,SAT-001,-6629.8844,1409.2254,-148.3908,-1.594399,-7.501058,-0.017847
2026-08-29 03:43:00,SAT-001,-6712.037,943.3153,-149.2841,-1.067268,-7.594005,-0.011922
2026-08-29 03:44:00,SAT-001,-6761.4891,472.8094,-149.8209,-0.534937,-7.649955,-0.005968
2026-08-29 03:45:00,SAT-001,-6778.0,0.0,-150.0,-0.0,-7.668636,-0.0
2026-08-29 03:46:00,SAT-001,-6761.4891,-472.8094,-149.8209,0.534937,-7.649955,0.005968
2026-08-29 03:47:00,SAT-001,-6712.037,-943.3153,-149.2841,1.067268,-7.594005,0.011922
2026-08-29 03:48:00,SAT-001,-6629.8844,-1409.2254,-148.3908,1.594399,-7.501058,0.017847
2026-08-29 03:49:00,SAT-001,-6515.4318,-1868.27,-147.1433,2.113762,-7.371566,0.02373
2026-08-29 03:50:00,SAT-001,-6369.2366,-2318.2125,-145.5444,2.622828,-7.20616,0.029556
2026-08-29 03:51:00,SAT-001,-6192.0111,-2756.861,-143.5979,3.119115,-7.005647,0.035312
2026-08-29 03:52:00,SAT-001,-5984.6188,-3182.0783,-141.3086,3.600206,-6.771003,0.040983
2026-08-29 03:53:00,SAT-001,-5748.07,-3591.7928,-138.6819,4.063758,-6.503372,0.046557
2026-08-29 03:54:00,SAT-001,-5483.5172,-3984.0084,-135.7241,4.507511,-6.204057,0.052019
2026-08-29 03:55:00,SAT-001,-5192.2492,-4356.8144,-132.4421,4.929304,-5.874516,0.057357
2026-08-29 03:56:00,SAT-001,-4875.6852,-4708.3944,-128.844,5.327082,-5.516355,0.062558
2026-08-29 03:57:00,SAT-001,-4535.3672,-5037.0356,-124.9382,5.698907,-5.131319,0.06761
2026-08-29 03:58:00,SAT-001,-4172.9535,-5341.1369,-120.7341,6.042967,-4.721284,0.0725
2026-08-29 03:59:00,SAT-001,-3790.2095,-5619.2167,-116.2417,6.357587,-4.288247,0.077217
2026-08-29 04:00:00,SAT-001,-3389.0,-5869.9202,-111.4717,6.641233,-3.834318,0.08175
2026-08-29 04:01:00,SAT-001,-2971.2796,-6092.026,-106.4356,6.892524,-3.361709,0.086087
2026-08-29 04:02:00,SAT-001,-2539.0835,-6284.4522,-101.1454,7.110235,-2.872721,0.090219
2026-08-29 04:03:00,SAT-001,-2094.5172,-6446.2611,-95.6136,7.293306,-2.369739,0.094136
2026-08-29 04:04:00,SAT-001,-1639.7466,-6576.6644,-89.8535,7.440844,-1.855211,0.097828
2026-08-29 04:05:00,SAT-001,-1176.9873,-6675.0269,-83.8789,7.552132,-1.331645,0.101286
2026-08-29 04:06:00,SAT-001,-708.4939,-6740.8694,-77.7041,7.626626,-0.801591,0.104502
2026-08-29 04:07:00,SAT-001,-236.5488,-6773.871,-71.3436,7.663964,-0.267632,0.107469
2026-08-29 04:08:00,SAT-001,236.5488,-6773.871,-64.8129,7.663964,0.267632,0.11018
2026-08-29 04:09:00,SAT-001,708.4939,-6740.8694,-58.1273,7.626626,0.801591,0.112627
2026-08-29 04:10:00,SAT-001,1176.9873,-6675.0269,-51.303,7.552132,1.331645,0.114805
2026-08-29 04:11:00,SAT-001,1639.7466,-6576.6644,-44.3562,7.440844,1.855211,0.116709
2026-08-29 04:12:00,SAT-001,2094.5172,-6446.2611,-37.3035,7.293306,2.369739,0.118335
2026-08-29 04:13:00,SAT-001,2539.0835,-6284.4522,-30.1617,7.110235,2.872721,0.119678
2026-08-29 04:14:00,SAT-001,2971.2796,-6092.026,-22.9479,6.892524,3.361709,0.120735
2026-08-29 04:15:00,SAT-001,3389.0,-5869.9202,-15.6793,6.641233,3.834318,0.121504
2026-08-29 04:16:00,SAT-001,3790.2095,-5619.2167,-8.3732,6.357587,4.288247,0.121983
2026-08-29 04:17:00,SAT-001,4172.9535,-5341.1369,-1.0472,6.042967,4.721284,0.12217
2026-08-29 04:18:00,SAT-001,4535.3672,-5037.0356,6.2813,5.698907,5.131319,0.122066
2026-08-29 04:19:00,SAT-001,4875.6852,-4708.3944,13.5949,5.327082,5.516355,0.12167
