timestamp,wavefront_rms_um,tip_error_um,tilt_error_um,defocus_um,astigmatism_um,coma_um,is_anomaly,anomaly_type
2026-08-29 01:01:00,0.07665,0.00334,0.01454,0.0021,0.01722,0.00037,0,NONE
2026-08-29 01:02:00,0.08163,0.00051,-0.00456,-0.01225,0.00273,0.01063,0,NONE
2026-08-29 01:03:00,0.08586,-0.00766,0.01132,-0.0172,0.0038,0.01346,0,NONE
2026-08-29 01:04:00,0.08711,0.009,-0.00644,0.12983,-0.00309,0.00907,1,DEFOCUS
2026-08-29 01:05:00,0.08793,0.00739,-0.0006,-0.00952,-0.00173,-0.00753,0,NONE
2026-08-29 01:06:00,0.07651,-0.0016,-0.01072,-0.01745,0.00965,0.00161,0,NONE
2026-08-29 01:07:00,0.07538,-0.00653,0.00455,0.00243,-0.00032,0.00352,0,NONE
2026-08-29 01:08:00,0.08858,0.00548,0.01445,0.01095,0.00531,-0.01448,0,NONE
2026-08-29 01:09:00,0.07809,0.00188,-0.00077,-0.02381,-0.00196,0.00375,0,NONE
2026-08-29 01:10:00,0.06724,-0.01448,-0.00197,0.00038,-0.00342,0.01818,0,NONE
2026-08-29 01:11:00,0.06867,-0.00068,-0.01115,-0.0033,-0.01407,0.00512,0,NONE
2026-08-29 01:12:00,0.07081,0.00262,-0.00229,0.00512,-0.01978,0.01179,0,NONE
2026-08-29 01:13:00,0.08497,-0.009,-0.01593,-0.00019,-0.00262,0.00146,0,NONE
2026-08-29 01:14:00,0.08142,0.0019,-0.00913,-0.0218,0.00056,-0.00059,0,NONE
2026-08-29 01:15:00,0.0869,-0.01455,0.00227,-0.01894,-0.01286,0.00305,0,NONE
2026-08-29 01:16:00,0.07573,0.01336,0.01319,0.00044,-0.00034,-0.00653,0,NONE
2026-08-29 01:17:00,0.08159,0.01248,0.02809,0.01543,0.00054,-0.00771,0,NONE
2026-08-29 01:18:00,0.08626,-0.00253,-0.00587,-0.03321,-0.02156,0.01013,0,NONE
2026-08-29 01:19:00,0.07691,0.00363,0.01435,0.00519,-0.00915,0.01098,0,NONE
2026-08-29 01:20:00,0.08457,-0.0241,0.00244,0.01784,0.00407,-0.00793,0,NONE
2026-08-29 01:21:00,0.07338,-0.01156,-0.00151,-0.0023,0.00387,0.00774,0,NONE
2026-08-29 01:22:00,0.07637,-0.00294,0.00433,0.00825,-0.01154,-0.0007,0,NONE
2026-08-29 01:23:00,0.07618,-0.01072,0.00062,0.21439,0.00158,0.00272,1,DEFOCUS
2026-08-29 01:24:00,0.06804,0.00714,0.0011,-0.00179,0.01022,0.00368,0,NONE
2026-08-29 01:25:00,0.08487,0.01997,-0.00408,-0.02431,0.00777,0.00795,0,NONE
2026-08-29 01:26:00,0.07531,-0.01177,-0.01398,-0.03517,-0.00095,0.00066,0,NONE
2026-08-29 01:27:00,0.28369,-0.00837,-0.01544,0.01414,-0.00468,0.01128,1,WAVEFRONT_DISTORTION
2026-08-29 01:28:00,0.08481,0.00235,0.00653,-0.01477,-0.00629,0.00248,0,NONE
2026-08-29 01:29:00,0.08447,0.01611,-0.00277,-0.00683,0.00468,0.00499,0,NONE
2026-08-29 01:30:00,0.08665,-0.01222,-0.00596,-0.0208,0.00195,-0.00667,0,NONE
2026-08-29 01:31:00,0.07902,0.00249,9e-05,-0.02115,0.00629,0.01727,0,NONE
2026-08-29 01:32:00,0.07577,0.01821,0.00795,-0.00261,0.00132,0.00376,0,NONE
2026-08-29 01:33:00,0.0792,-0.01652,0.0018,-0.01094,0.00819,0.0057,0,NONE
2026-08-29 01:34:00,0.06313,-0.01281,-0.00656,0.00567,0.00095,-0.01287,0,NONE
2026-08-29 01:35:00,0.06553,-0.00424,0.01226,0.00679,0.00785,-0.00658,0,NONE
2026-08-29 01:36:00,0.06677,-0.00521,0.01579,0.00481,0.00871,0.0099,0,NONE
2026-08-29 01:37:00,0.07003,0.00813,0.00495,0.00358,-0.00805,0.0023,0,NONE
2026-08-29 01:38:00,0.084,0.00242,0.00974,0.12568,-0.01808,-0.01531,1,DEFOCUS
2026-08-29 01:39:00,0.07095,-0.01775,0.01242,-0.01601,0.01543,0.00831,0,NONE
2026-08-29 01:40:00,0.07622,0.00515,0.0113,-0.00082,0.00257,-0.00435,0,NONE
2026-08-29 01:41:00,0.09299,-0.00578,0.00614,0.01699,-0.01714,0.01129,0,NONE
2026-08-29 01:42:00,0.07644,0.01274,0.00598,0.01897,-0.00714,-0.0007,0,NONE
2026-08-29 01:43:00,0.08738,-0.00628,0.0052,-0.02133,0.00772,0.00164,0,NONE
2026-08-29 01:44:00,0.07066,0.0932,0.08536,-0.00469,-0.0028,0.00943,1,TIP_TILT_ERROR
2026-08-29 01:45:00,0.07795,0.00541,0.00701,0.02037,-0.00512,0.14892,1,COMA
2026-08-29 01:46:00,0.0705,0.00763,-0.01356,0.00762,0.01401,-0.00794,0,NONE
2026-08-29 01:47:00,0.07661,0.00448,-0.00795,0.00293,-0.01047,-0.00157,0,NONE
2026-08-29 01:48:00,0.0884,-0.01686,0.01304,-0.00327,-0.00798,0.00662,0,NONE
2026-08-29 01:49:00,0.06273,0.00538,0.0084,-0.00576,0.00211,-0.01065,0,NONE
2026-08-29 01:50:00,0.08434,-0.01034,0.01487,0.00432,0.0039,-0.01334,0,NONE
2026-08-29 01:51:00,0.27138,0.00235,-0.00272,-0.00379,0.00496,0.00659,1,WAVEFRONT_DISTORTION
2026-08-29 01:52:00,0.07406,-0.01424,-0.01152,-0.00064,0.00911,-0.00482,0,NONE
2026-08-29 01:53:00,0.06554,0.00446,-0.0024,0.00118,0.00199,-0.00314,0,NONE
2026-08-29 01:54:00,0.08072,-0.00807,0.00102,-0.01017,0.00489,-0.01485,0,NONE
2026-08-29 01:55:00,0.07471,-0.01283,0.00079,0.00798,-0.00259,-0.00543,0,NONE
2026-08-29 01:56:00,0.08233,0.00714,0.01134,0.04371,0.00063,-6e-05,0,NONE
2026-08-29 01:57:00,0.08022,0.00242,-0.00361,-0.02665,0.00108,0.00744,0,NONE
2026-08-29 01:58:00,0.21981,-0.00614,0.00352,0.00486,0.00215,-0.00617,1,WAVEFRONT_DISTORTION
2026-08-29 01:59:00,0.07761,0.01451,-0.00989,-0.0114,0.00773,0.01326,0,NONE
2026-08-29 02:00:00,0.06977,-0.00441,0.0045,0.00866,0.00555,-0.00548,0,NONE
2026-08-29 02:01:00,0.08179,0.00032,3e-05,0.0007,0.00044,-0.00546,0,NONE
2026-08-29 02:02:00,0.0822,0.00269,-0.0075,0.01143,-0.00809,0.0123,0,NONE
2026-08-29 02:03:00,0.09359,-0.0062,-0.00236,0.01763,0.00068,0.00169,0,NONE
2026-08-29 02:04:00,0.08835,0.00471,-0.00184,0.00289,-0.00028,-0.00442,0,NONE
2026-08-29 02:05:00,0.08357,0.12704,0.12975,0.01698,0.00193,-0.00124,1,TIP_TILT_ERROR
2026-08-29 02:06:00,0.09463,-0.00412,0.01771,-0.03516,0.02207,0.01082,0,NONE
2026-08-29 02:07:00,0.06811,0.01363,-0.00098,0.02386,-0.00524,0.01173,0,NONE
2026-08-29 02:08:00,0.0736,-0.01041,-0.00244,0.00563,0.00422,-0.00653,0,NONE
2026-08-29 02:09:00,0.07073,-0.02413,-0.02097,0.01617,0.01068,-0.00034,0,NONE
2026-08-29 02:10:00,0.0761,0.01611,-0.00894,-0.0183,0.00098,0.00072,0,NONE
2026-08-29 02:11:00,0.06623,0.02549,-0.00263,-0.01246,0.02338,-0.00789,0,NONE
2026-08-29 02:12:00,0.08635,-0.00405,-0.00686,0.00219,-0.00378,-0.00045,0,NONE
2026-08-29 02:13:00,0.07778,-0.01937,0.01382,-0.00026,0.00324,4e-05,0,NONE
2026-08-29 02:14:00,0.06529,-0.0031,-0.00165,0.00425,-0.00799,0.00912,0,NONE
2026-08-29 02:15:00,0.06984,-0.00286,0.01288,0.01627,-0.00352,0.00966,0,NONE
2026-08-29 02:16:00,0.08314,-0.0019,0.00062,-0.02648,0.00249,-0.00263,0,NONE
2026-08-29 02:17:00,0.08838,-0.01113,0.00037,0.01461,0.00846,-0.00171,0,NONE
2026-08-29 02:18:00,0.09997,0.0058,-0.00089,0.00012,0.00319,0.00531,0,NONE
2026-08-29 02:19:00,0.10914,0.00525,4e-05,-0.00306,0.01259,-0.00468,0,NONE
2026-08-29 02:20:00,0.08414,-0.01494,0.01719,-0.02207,-0.00095,0.00471,0,NONE
2026-08-29 02:21:00,0.0701,0.00699,-0.0232,0.00755,-0.00332,-0.0007,0,NONE
2026-08-29 02:22:00,0.05868,0.02053,-0.02002,-0.03621,0.02704,-0.00776,0,NONE
2026-08-29 02:23:00,0.22246,0.00172,-0.00543,0.00973,0.00394,-0.00765,1,WAVEFRONT_DISTORTION
2026-08-29 02:24:00,0.07187,-0.00337,0.00015,-0.02238,-0.00719,0.01158,0,NONE
2026-08-29 02:25:00,0.07585,-0.00142,0.0069,0.0008,-0.00694,-0.00125,0,NONE
2026-08-29 02:26:00,0.07388,0.00615,0.00473,-0.00179,-0.00943,0.01312,0,NONE
2026-08-29 02:27:00,0.07859,-0.01731,-0.00384,0.01754,0.00937,-0.00411,0,NONE
2026-08-29 02:28:00,0.09066,0.00164,0.01019,-0.00268,-0.00364,0.00233,0,NONE
2026-08-29 02:29:00,0.08157,-0.0039,0.0103,-0.01041,0.00127,0.01914,0,NONE
2026-08-29 02:30:00,0.07841,0.01848,0.00184,-0.0076,-0.00064,-0.00846,0,NONE
2026-08-29 02:31:00,0.06964,-0.00174,0.00963,0.01909,0.15525,-0.01518,1,ASTIGMATISM
2026-08-29 02:32:00,0.06325,0.01668,0.00273,0.00804,-0.00847,0.01029,0,NONE
2026-08-29 02:33:00,0.07514,-0.01104,-0.00561,-0.00578,-0.01076,-0.00661,0,NONE
2026-08-29 02:34:00,0.07946,0.00587,0.00698,-0.00355,0.00224,-0.00017,0,NONE
2026-08-29 02:35:00,0.09768,0.00319,0.00111,-0.02351,0.10753,-0.00469,1,ASTIGMATISM
2026-08-29 02:36:00,0.0813,-0.00869,1e-05,0.00583,0.00333,0.00215,0,NONE
2026-08-29 02:37:00,0.08983,0.00177,0.01473,-0.0264,-0.00809,-0.0076,0,NONE
2026-08-29 02:38:00,0.07501,0.01213,-0.02451,0.01128,0.00677,-0.00144,0,NONE
2026-08-29 02:39:00,0.06815,-0.00324,-0.01418,0.00193,-0.00744,0.0036,0,NONE
2026-08-29 02:40:00,0.07035,-0.01692,-0.01187,0.0358,-0.00522,-0.00807,0,NONE
2026-08-29 02:41:00,0.07275,-0.00018,-0.00363,-0.0165,-0.00944,-0.0056,0,NONE
2026-08-29 02:42:00,0.10128,-0.00902,-0.00255,-0.00154,0.01301,-0.00278,0,NONE
2026-08-29 02:43:00,0.07179,-0.00342,-0.01507,0.02697,0.00633,-0.01143,0,NONE
2026-08-29 02:44:00,0.08838,-0.00082,-0.00985,0.01787,0.00605,-0.00338,0,NONE
2026-08-29 02:45:00,0.07097,-0.01706,-0.00861,-0.01044,0.01247,0.00095,0,NONE
2026-08-29 02:46:00,0.08932,-0.01616,0.02457,0.00336,0.02813,-0.0032,0,NONE
2026-08-29 02:47:00,0.08385,0.00482,0.01802,3e-05,-0.01709,-0.00217,0,NONE
2026-08-29 02:48:00,0.07843,-0.00523,-0.00412,0.00423,-0.00738,-0.00016,0,NONE
2026-08-29 02:49:00,0.07959,-0.02565,-0.00364,-0.01048,-0.00616,-0.00525,0,NONE
2026-08-29 02:50:00,0.07345,0.00785,-0.01149,-0.00134,-0.00851,0.00553,0,NONE
2026-08-29 02:51:00,0.08446,0.00272,-0.01908,-0.02397,-0.01078,0.01149,0,NONE
2026-08-29 02:52:00,0.07545,-0.00714,-0.00117,0.00203,-0.003,-0.00372,0,NONE
2026-08-29 02:53:00,0.06774,-0.01317,-0.00998,0.00675,-0.01217,0.00388,0,NONE
2026-08-29 02:54:00,0.06722,0.00836,-0.00085,-0.00341,0.00335,-0.00192,0,NONE
2026-08-29 02:55:00,0.08173,0.00349,-0.016,-0.02423,0.00052,0.00292,0,NONE
2026-08-29 02:56:00,0.09579,0.02383,-0.00762,0.01483,0.00481,0.01253,0,NONE
2026-08-29 02:57:00,0.0816,0.0042,0.00149,0.00547,0.00508,0.00407,0,NONE
2026-08-29 02:58:00,0.07881,0.00388,0.00366,-0.01089,0.00603,-0.01419,0,NONE
2026-08-29 02:59:00,0.08286,-0.00167,0.00417,-0.00421,-0.00373,0.00363,0,NONE
2026-08-29 03:00:00,0.09306,0.00817,-0.0132,-0.02251,0.02121,0.00986,0,NONE
2026-08-29 03:01:00,0.08219,0.00625,0.00855,-0.01538,0.00234,-0.00177,0,NONE
2026-08-29 03:02:00,0.07589,0.01252,-0.008,-0.00807,-0.01862,0.00797,0,NONE
2026-08-29 03:03:00,0.09106,-0.00521,0.00633,0.01843,-0.01002,-0.00552,0,NONE
2026-08-29 03:04:00,0.08429,-0.00435,-0.00011,-0.00959,-0.01741,-0.01188,0,NONE
2026-08-29 03:05:00,0.09536,-0.00479,-0.01376,0.0096,0.00017,0.00113,0,NONE
2026-08-29 03:06:00,0.08183,0.00791,-0.00316,-0.00807,-0.00122,-0.01405,0,NONE
2026-08-29 03:07:00,0.06776,0.01498,0.00365,0.00372,-0.00468,-0.00192,0,NONE
2026-08-29 03:08:00,0.06632,-0.00459,0.00613,-0.00212,0.02011,0.01029,0,NONE
2026-08-29 03:09:00,0.09651,-0.00425,-0.00141,0.0131,0.00549,-0.01528,0,NONE
2026-08-29 03:10:00,0.09724,0.00314,0.01532,-0.00802,0.00726,-0.01024,0,NONE
2026-08-29 03:11:00,0.28813,-0.00246,0.01008,-0.02359,-0.00931,-0.00826,1,WAVEFRONT_DISTORTION
2026-08-29 03:12:00,0.07617,0.00952,-0.00257,-0.02073,-0.00999,-0.00051,0,NONE
2026-08-29 03:13:00,0.2521,-0.02252,0.0075,-0.00798,0.00037,-0.00293,1,WAVEFRONT_DISTORTION
2026-08-29 03:14:00,0.06893,-0.00827,0.01934,-0.01874,0.00173,0.01119,0,NONE
2026-08-29 03:15:00,0.07105,-0.00782,0.0196,0.00615,-0.01856,0.00763,0,NONE
2026-08-29 03:16:00,0.08643,-0.0232,-0.01228,-0.00699,-0.0018,0.00396,0,NONE
2026-08-29 03:17:00,0.07605,-0.00964,-0.00927,0.03562,0.00014,0.00117,0,NONE
2026-08-29 03:18:00,0.07995,-0.00915,0.01485,-0.02607,-0.00215,0.00315,0,NONE
2026-08-29 03:19:00,0.07837,-0.00201,-0.01058,0.00305,-0.00813,-0.0069,0,NONE
2026-08-29 03:20:00,0.08338,0.01113,-0.01323,-0.01692,-0.0054,0.00686,0,NONE
2026-08-29 03:21:00,0.09407,-0.00245,-0.00486,-0.0074,-0.00177,-0.0089,0,NONE
2026-08-29 03:22:00,0.08091,-0.01031,0.0042,0.00212,0.00091,0.00668,0,NONE
2026-08-29 03:23:00,0.08644,-0.00057,-0.00102,-0.03488,0.00605,0.00949,0,NONE
2026-08-29 03:24:00,0.0595,0.01049,-0.00651,0.00355,0.01081,0.00169,0,NONE
2026-08-29 03:25:00,0.07951,-0.00976,-0.00674,0.02854,-0.00294,-0.00141,0,NONE
2026-08-29 03:26:00,0.07157,-0.00911,-0.00712,-0.0068,-0.00456,0.0032,0,NONE
2026-08-29 03:27:00,0.06781,0.00559,-0.0088,0.0039,0.00438,-0.02289,0,NONE
2026-08-29 03:28:00,0.07122,-0.00222,0.02282,0.01537,0.00611,0.00242,0,NONE
2026-08-29 03:29:00,0.07666,0.00647,0.00298,-0.00246,-0.00434,-0.00091,0,NONE
2026-08-29 03:30:00,0.08916,-0.00014,0.00887,-0.00871,0.0079,-0.00041,0,NONE
2026-08-29 03:31:00,0.06674,0.00702,-0.00489,-0.03414,0.0098,0.00565,0,NONE
2026-08-29 03:32:00,0.08031,-0.01035,-0.00186,0.00961,0.01292,-0.0006,0,NONE
2026-08-29 03:33:00,0.07516,-0.00012,-0.00714,-0.0017,0.01778,-0.00912,0,NONE
2026-08-29 03:34:00,0.07672,-0.00211,-0.02652,-0.01519,-0.00866,-0.00113,0,NONE
2026-08-29 03:35:00,0.09003,-0.01216,-0.01378,0.0019,0.00014,0.00054,0,NONE
2026-08-29 03:36:00,0.08538,-0.01563,-0.01811,-0.00876,0.00011,0.00092,0,NONE
2026-08-29 03:37:00,0.09337,0.00686,-0.0225,-0.00793,-0.00098,0.0013,0,NONE
2026-08-29 03:38:00,0.07845,-0.00351,-0.01195,0.00909,-0.00649,0.00831,0,NONE
2026-08-29 03:39:00,0.2525,-0.01022,0.01325,-0.02008,-0.01486,-0.00869,1,WAVEFRONT_DISTORTION
2026-08-29 03:40:00,0.07776,-0.00096,-0.00044,0.01571,0.00093,0.00141,0,NONE
2026-08-29 03:41:00,0.08242,0.01128,0.01291,-0.02097,-0.00768,0.01032,0,NONE
2026-08-29 03:42:00,0.08177,-0.02281,0.00411,-0.00994,0.00086,-0.01388,0,NONE
2026-08-29 03:43:00,0.06916,-0.01497,0.00783,0.02884,-0.00794,0.00144,0,NONE
2026-08-29 03:44:00,0.28992,-0.00923,-0.00901,0.01691,-0.011,-0.00468,1,WAVEFRONT_DISTORTION
2026-08-29 03:45:00,0.08228,0.01461,0.00524,0.00146,0.00234,-0.00297,0,NONE
2026-08-29 03:46:00,0.10517,0.00283,0.00729,-0.01411,0.00151,-0.00724,0,NONE
2026-08-29 03:47:00,0.09877,0.00767,-0.00577,-0.00794,0.00579,-0.00136,0,NONE
2026-08-29 03:48:00,0.07147,-0.0114,0.0056,0.0011,0.02186,0.01473,0,NONE
2026-08-29 03:49:00,0.07713,-0.0112,0.00566,0.00056,0.00277,-0.01012,0,NONE
2026-08-29 03:50:00,0.06537,0.00448,-0.0055,-0.00136,0.00485,-0.00936,0,NONE
2026-08-29 03:51:00,0.25674,0.00058,-0.01123,-0.00046,-0.01078,-0.01042,1,WAVEFRONT_DISTORTION
2026-08-29 03:52:00,0.08316,0.00549,-0.01184,-0.00322,-0.01287,0.01382,0,NONE
2026-08-29 03:53:00,0.09206,-0.00188,0.00087,-0.02163,0.01583,-0.0037,0,NONE
2026-08-29 03:54:00,0.07271,0.00278,0.00327,-0.00775,-0.00923,-0.00021,0,NONE
2026-08-29 03:55:00,0.07346,0.00158,-0.00793,0.01372,-0.01044,-0.00322,0,NONE
2026-08-29 03:56:00,0.05853,0.00778,0.00027,-0.02053,-0.00039,-0.00756,0,NONE
2026-08-29 03:57:00,0.07837,0.00807,0.00571,-0.00284,-0.0009,-0.00188,0,NONE
2026-08-29 03:58:00,0.06938,-0.0162,0.00618,-0.0123,-0.00903,0.01967,0,NONE
2026-08-29 03:59:00,0.07471,-0.02247,0.01552,0.21822,-0.00305,0.01114,1,DEFOCUS
2026-08-29 04:00:00,0.07123,0.01002,0.01277,-0.00583,0.01229,-0.00682,0,NONE
2026-08-29 04:01:00,0.07906,0.01188,-0.01001,0.02216,-0.00806,0.00518,0,NONE
2026-08-29 04:02:00,0.06242,-0.01021,0.01684,0.0076,-0.01394,-0.00665,0,NONE
2026-08-29 04:03:00,0.06533,-0.0186,-0.00531,-0.01968,0.00943,-0.01421,0,NONE
2026-08-29 04:04:00,0.10129,0.00099,0.01045,0.01007,0.00492,0.00816,0,NONE
2026-08-29 04:05:00,0.06713,0.00931,0.00068,-0.01162,-0.00621,0.14498,1,COMA
2026-08-29 04:06:00,0.06903,0.01798,-0.00412,-0.00865,-0.01582,0.00837,0,NONE
2026-08-29 04:07:00,0.09837,0.00516,-0.01808,0.00471,-0.00745,-0.00376,0,NONE
2026-08-29 04:08:00,0.10905,-0.00372,-0.00172,-0.00738,-0.00055,-0.00133,0,NONE
2026-08-29 04:09:00,0.06828,-0.00893,-0.01559,0.01339,0.01166,0.006,0,NONE
2026-08-29 04:10:00,0.07632,0.00011,0.00967,-0.01162,-0.01037,0.00313,0,NONE
2026-08-29 04:11:00,0.08342,-0.00299,0.01517,-0.00928,-0.00085,-0.00315,0,NONE
2026-08-29 04:12:00,0.09729,-0.01015,-0.00797,-0.00985,0.00675,-0.01295,0,NONE
2026-08-29 04:13:00,0.07013,0.02049,0.00302,-0.00848,-0.02381,0.00091,0,NONE
2026-08-29 04:14:00,0.07755,0.01785,-0.00725,0.01649,0.01034,0.00863,0,NONE
2026-08-29 04:15:00,0.08777,0.01136,-0.00628,0.00943,-0.01182,-0.00958,0,NONE
2026-08-29 04:16:00,0.08435,-0.00921,0.00774,0.02565,0.00332,0.00511,0,NONE
2026-08-29 04:17:00,0.07624,0.00855,-0.00039,0.03401,0.00247,0.00265,0,NONE
2026-08-29 04:18:00,0.07866,0.0064,0.0174,0.21318,0.01085,0.006,1,DEFOCUS
2026-08-29 04:19:00,0.06625,0.00443,-0.00482,0.00106,0.00551,0.00698,0,NONE
2026-08-29 04:20:00,0.07762,0.0125,0.00999,-0.01764,-0.02377,-0.00556,0,NONE
2026-08-29 04:21:00,0.07734,0.00635,0.00097,-0.01166,-0.00785,-0.01294,0,NONE
2026-08-29 04:22:00,0.08232,0.0074,0.00796,-0.00945,0.00138,-0.00427,0,NONE
2026-08-29 04:23:00,0.07445,0.00637,-0.00447,-0.01586,-0.00195,0.00711,0,NONE
2026-08-29 04:24:00,0.08472,0.00341,-0.0005,-0.01578,0.00478,-0.00434,0,NONE
